sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,sample,asv,rank,identity_percentage,evalue,kingdom,phylum,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,location_name,year,extraction_blank,library,sample_collection_date,swell_m,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,notes_about_sample,filtration_comments,region_name_label,region_code_label,dna_extraction_date,extraction_notes,pcr_blank
pecoe-0434,Field blank,motu6,1937,Pholis laeta,Crescent gunnel,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu20,243,Quietula y-cauda,American shadow goby,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Quietula,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu22,154,Oncorhynchus tshawytscha,Chinook salmon,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu15,63,Lumpenus sagitta,Snake prickleback,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Lumpenus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu10,378,Syngnathus californiensis,Bay pipefish,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Syngnathus,Syngnathidae,Syngnathiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu37,12461,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu7,2045,Pholis ornata,Saddleback gunnel,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu19,316,Anoplarchus,Cockscomb species,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Anoplarchus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu34,95,Oncorhynchus kisutch,Coho salmon,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu27,86,Clevelandia ios,Arrow goby,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Clevelandia,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu14,2736,Myoxocephalus,Myoxocephalus sculpin species,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Myoxocephalus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu16,1640,Platichthys stellatus,Starry flounder,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu13,633,Oligocottus,Oligocottus sculpin species,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Oligocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu21,677,Ammodytes personatus,Pacific sandlance,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Ammodytes,Ammodytidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu9,210,Engraulis mordax,Californian anchovy,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Engraulis,Engraulidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu66,3795,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu63,188,Salmo salar,Atlantic salmon,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Salmo,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu25,760,Enophrys bison,Buffalo sculpin,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Enophrys,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu16,77,Platichthys stellatus,Starry flounder,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu30,143,Artedius fenestralis,Padded sculpin,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Artedius,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu5,285,Gasterosteus aculeatus,Three-spined stickleback,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Gasterosteus,Gasterosteidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu26,71,Embiotoca jacksoni,Black perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Embiotoca,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu23,29,Merluccius productus,North Pacific hake,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Merluccius,Merlucciidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu66,2642,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu31,38,Hexagrammos decagrammus,Kelp greenling,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu24,160,Sebastes,Rockfish species,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Sebastes,Sebastidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu2,289,Leptocottus armatus,Pacific staghorn sculpin,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu57,138,Brachyistius frenatus,Kelp perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Brachyistius,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu35,486,Phanerodon vacca,Pile perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Phanerodon,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu27,150,Clevelandia ios,Arrow goby,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Clevelandia,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu64,463,Lepidogobius lepidus,Bay goby,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Lepidogobius,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu85,57,Balaenoptera physalus,Fin whale,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu83,213,Hypomesus,Smelt species,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Hypomesus,Osmeridae,Osmeriformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu71,155,Hemilepidotus hemilepidotus,Red Irish lord,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Hemilepidotus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu7,500,Pholis ornata,Saddleback gunnel,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu3,244,Clupea pallasii,Pacific herring,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu53,292,Atherinopsis californiensis,Jack silverside,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Atherinopsis,Atherinidae,Atheriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu40,43,Pleuronichthys coenosus,C-O sole,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Pleuronichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu52,116,Embiotoca lateralis,Striped seaperch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Embiotoca,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,211,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu59,308,Anisotremus davidsonii,Xantic sargo,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Anisotremus,Haemulidae,Eupercaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu45,101,Apodichthys flavidus,Penpoint gunnel,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Apodichthys,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu55,78,Aulorhynchus flavidus,Tube-snout,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Aulorhynchus,Aulorhynchidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu68,312,Gadus chalcogrammus,Alaska pollock,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Gadus,Gadidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu36,266,Hypsoblennius gentilis,Bay blenny,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Hypsoblennius,Blenniidae,Blenniiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu166,124,No BLAST hit,No BLAST hit,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,219,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,400,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu3,88,Clupea pallasii,Pacific herring,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu163,29,Sebastes entomelas,Widow rockfish,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Sebastes,Sebastidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu7,308,Pholis ornata,Saddleback gunnel,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu37,85,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu3,119,Clupea pallasii,Pacific herring,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,141,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu14,236,Myoxocephalus,Myoxocephalus sculpin species,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Myoxocephalus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu3,375,Clupea pallasii,Pacific herring,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu37,155,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu118,378,Rhinogobiops nicholsii,Blackeye goby,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Rhinogobiops,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,81,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu26,208,Embiotoca jacksoni,Black perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Embiotoca,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu37,78,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu7,32,Pholis ornata,Saddleback gunnel,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,259,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu3,52,Clupea pallasii,Pacific herring,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu7,86,Pholis ornata,Saddleback gunnel,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu37,58,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu37,194,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,235,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
