sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,asv,rank,identity_percentage,evalue,kingdom,phylum,freshwater_only,motu_pa,location_name,year,extraction_blank,library,sample_collection_date,swell_m,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,notes_about_sample,filtration_comments,region_name_label,region_code_label,dna_extraction_date,extraction_notes,pcr_blank
pecoe-1061,Field blank,motu1895,60,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,ASV4518,offtarget,90.157,1.1399999999999999e-89,Bacteria,NA,NA,1,Echo Cove,2023,exblank-2023-59,plate_2,2023-07-15 00:00:00,0-0.5,10.4,by_foot,1-1.5,present,"patchy, runs parallel to shore, ~150m long patch that is 1-2 m wide; sea grass ~.5m tall","~10 m apart,  runs parallel to shore, ~150m long patch that is 1-2 m wide;","several fish jumping off seagrass bed-maybe salmon; densest continuous seagrass bed yet, 1000 ml filtered",16.8,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1061,Field blank,motu2082,22,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,ASV4764,offtarget,95.257,2.38e-111,Bacteria,NA,NA,1,Echo Cove,2023,exblank-2023-59,plate_2,2023-07-15 00:00:00,0-0.5,10.4,by_foot,1-1.5,present,"patchy, runs parallel to shore, ~150m long patch that is 1-2 m wide; sea grass ~.5m tall","~10 m apart,  runs parallel to shore, ~150m long patch that is 1-2 m wide;","several fish jumping off seagrass bed-maybe salmon; densest continuous seagrass bed yet, 1000 ml filtered",16.8,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1066,Field blank,motu165,690,Unknown bacteria,Bacteria,JN_SB,AK_JN,AK_JN,58.62645875,-134.9406095,NA,NA,NA,NA,ASV343,offtarget,96.838,5.0799999999999985e-118,Bacteria,NA,NA,1,South Bridget Cove,2023,exblank-2023-59,plate_2,2023-07-17 00:00:00,0-0.5,11.4,by_foot,1.0,present,"patchy distrubution, runs ~150 m along the bay, 50 m wide at some points, dense at the center and patchy, shorter blades on the margin",transect crosses the densest part of the seagrass bed; 10 m transect across cove from 2nd island towards the small point on the other side of the cove,"gps coordinates for one site along this transect only, 1000 ml filtered",13.6,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1066,Field blank,motu218,2461,Bacteria,Bacteria,JN_SB,AK_JN,AK_JN,58.62645875,-134.9406095,NA,NA,NA,NA,ASV481,offtarget,85.214,5.449999999999999e-68,Bacteria,NA,NA,1,South Bridget Cove,2023,exblank-2023-59,plate_2,2023-07-17 00:00:00,0-0.5,11.4,by_foot,1.0,present,"patchy distrubution, runs ~150 m along the bay, 50 m wide at some points, dense at the center and patchy, shorter blades on the margin",transect crosses the densest part of the seagrass bed; 10 m transect across cove from 2nd island towards the small point on the other side of the cove,"gps coordinates for one site along this transect only, 1000 ml filtered",13.6,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1066,Field blank,motu253,206,Unknown bacteria,Bacteria,JN_SB,AK_JN,AK_JN,58.62645875,-134.9406095,NA,NA,NA,NA,ASV597,offtarget,98.419,1.08e-124,Bacteria,NA,NA,1,South Bridget Cove,2023,exblank-2023-59,plate_2,2023-07-17 00:00:00,0-0.5,11.4,by_foot,1.0,present,"patchy distrubution, runs ~150 m along the bay, 50 m wide at some points, dense at the center and patchy, shorter blades on the margin",transect crosses the densest part of the seagrass bed; 10 m transect across cove from 2nd island towards the small point on the other side of the cove,"gps coordinates for one site along this transect only, 1000 ml filtered",13.6,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1071,Field blank,motu115,15,Unknown organism,Unknown organism,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,ASV168,offtarget,100,2.31e-131,NA,NA,NA,1,Bay Creek,2023,exblank-2023-59,plate_2,2023-07-18 00:00:00,0-0.5,14.4,by_foot,1-1.5m,present,"patchy narrow stretch of seagrass, collected water samples from the densest patches close to 10m marks of transect","10m transects, started on the boat launch side fo teh transect and walked towards Fisherman's bend (perpendicular to Bay Creek outlet)","gps coordinates for one site along this transect only, 1000 ml filtered",17.1,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1071,Field blank,motu350,2805,Unknown organism,Unknown organism,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,ASV913,offtarget,98.814,2.3299999999999998e-126,NA,NA,NA,1,Bay Creek,2023,exblank-2023-59,plate_2,2023-07-18 00:00:00,0-0.5,14.4,by_foot,1-1.5m,present,"patchy narrow stretch of seagrass, collected water samples from the densest patches close to 10m marks of transect","10m transects, started on the boat launch side fo teh transect and walked towards Fisherman's bend (perpendicular to Bay Creek outlet)","gps coordinates for one site along this transect only, 1000 ml filtered",17.1,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1071,Field blank,motu448,1752,Unknown bacteria,Bacteria,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,ASV1197,offtarget,96.047,1.1e-114,Bacteria,NA,NA,1,Bay Creek,2023,exblank-2023-59,plate_2,2023-07-18 00:00:00,0-0.5,14.4,by_foot,1-1.5m,present,"patchy narrow stretch of seagrass, collected water samples from the densest patches close to 10m marks of transect","10m transects, started on the boat launch side fo teh transect and walked towards Fisherman's bend (perpendicular to Bay Creek outlet)","gps coordinates for one site along this transect only, 1000 ml filtered",17.1,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1071,Field blank,motu226,49,Unknown organism,Unknown organism,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,ASV510,offtarget,99.605,1.0799999999999996e-129,NA,NA,NA,1,Bay Creek,2023,exblank-2023-59,plate_2,2023-07-18 00:00:00,0-0.5,14.4,by_foot,1-1.5m,present,"patchy narrow stretch of seagrass, collected water samples from the densest patches close to 10m marks of transect","10m transects, started on the boat launch side fo teh transect and walked towards Fisherman's bend (perpendicular to Bay Creek outlet)","gps coordinates for one site along this transect only, 1000 ml filtered",17.1,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1071,Field blank,motu873,267,Unknown bacteria,Bacteria,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,ASV2473,offtarget,98.776,6.53e-122,Bacteria,NA,NA,1,Bay Creek,2023,exblank-2023-59,plate_2,2023-07-18 00:00:00,0-0.5,14.4,by_foot,1-1.5m,present,"patchy narrow stretch of seagrass, collected water samples from the densest patches close to 10m marks of transect","10m transects, started on the boat launch side fo teh transect and walked towards Fisherman's bend (perpendicular to Bay Creek outlet)","gps coordinates for one site along this transect only, 1000 ml filtered",17.1,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1071,Field blank,motu1089,287,Rhabdochlamydiaceae bacterium,Bacteria,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,Candidatus Rhabdochlamydiaceae,Parachlamydiales,Chlamydiia,ASV3028,offtarget,98.814,2.3299999999999998e-126,Bacteria,Chlamydiota,NA,1,Bay Creek,2023,exblank-2023-59,plate_2,2023-07-18 00:00:00,0-0.5,14.4,by_foot,1-1.5m,present,"patchy narrow stretch of seagrass, collected water samples from the densest patches close to 10m marks of transect","10m transects, started on the boat launch side fo teh transect and walked towards Fisherman's bend (perpendicular to Bay Creek outlet)","gps coordinates for one site along this transect only, 1000 ml filtered",17.1,1000,none,"Juneau Region, Alaska","Juneau Region, Alaska",NA,NA,NA
pecoe-1076,Field blank,motu264,4482,Cyanobacteria,Cyanobacteria,SD_SI,CA_SD,CA_SD,32.714169,-117.22522566666666,NA,NA,NA,NA,ASV645,offtarget,99.209,5.01e-128,Bacteria,Cyanobacteriota,NA,1,Shelter Island,2023,exblank-2023-60,plate_2,NA,N/A,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,600,none,"San Diego region, California","San Diego region, California",NA,NA,NA
pecoe-1076,Field blank,motu2219,10,Unknown bacteria,Bacteria,SD_SI,CA_SD,CA_SD,32.714169,-117.22522566666666,NA,NA,NA,NA,ASV4915,offtarget,99.209,5.01e-128,Bacteria,NA,NA,1,Shelter Island,2023,exblank-2023-60,plate_2,NA,N/A,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,600,none,"San Diego region, California","San Diego region, California",NA,NA,NA
pecoe-1086,Field blank,motu264,401,Cyanobacteria,Cyanobacteria,SD_CI,CA_SD,CA_SD,32.7005,-117.17312,NA,NA,NA,NA,ASV645,offtarget,99.209,5.01e-128,Bacteria,Cyanobacteriota,NA,1,Coronado Island,2023,exblank-2023-60,plate_2,NA,N/A,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,1000,none,"San Diego region, California","San Diego region, California",NA,NA,NA
pecoe-1086,Field blank,motu374,10,Bacteria,Bacteria,SD_CI,CA_SD,CA_SD,32.7005,-117.17312,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,ASV978,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,NA,1,Coronado Island,2023,exblank-2023-60,plate_2,NA,N/A,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,1000,none,"San Diego region, California","San Diego region, California",NA,NA,NA
pecoe-1091,Field blank,motu253,1243,Unknown bacteria,Bacteria,SD_FI,CA_SD,CA_SD,32.777724666666664,-117.22390933333334,NA,NA,NA,NA,ASV1443,offtarget,98.419,1.08e-124,Bacteria,NA,NA,1,Fiesta Island,2023,exblank-2023-60,plate_2,NA,N/A,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,1000,none,"San Diego region, California","San Diego region, California",NA,NA,NA
pecoe-1091,Field blank,motu2036,31,Unknown organism,Unknown organism,SD_FI,CA_SD,CA_SD,32.777724666666664,-117.22390933333334,NA,NA,NA,NA,ASV4709,offtarget,96.429,8.5e-116,NA,NA,NA,1,Fiesta Island,2023,exblank-2023-60,plate_2,NA,N/A,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,1000,none,"San Diego region, California","San Diego region, California",NA,NA,NA
pecoe-1105,Field blank,motu431,1904,Unknown organism,Unknown organism,CC_CHP,BC_CC,BC_CC,51.60867225,-128.11100075,NA,NA,NA,NA,ASV1144,offtarget,96.443,2.3599999999999996e-116,NA,NA,NA,1,Choked Pocket,2023,exblank-2023-44,plate_3,2023-06-31,0-0.5,31.51,by_boat,1.8,present,"wedge of small seagrass bed, patchiness 1-2m, cover 80%-100%, canopy height 1-1.5m",NA,NA,10.4,NA,NA,Central Coast British Columbia,Central Coast British Columbia,NA,NA,NA
pecoe-1106,Field blank,motu63,59277,No BLAST hit,No BLAST hit,CC_PBA,BC_CC,BC_CC,51.646445,-128.11899474999998,NA,NA,NA,NA,ASV71,NA,NA,NA,NA,NA,NA,1,Pruth Bay,2023,exblank-2023-44,plate_3,2023-07-02 00:00:00,0-0.5,NA,by_boat,1.5,present,NA,NA,NA,NA,NA,NA,Central Coast British Columbia,Central Coast British Columbia,NA,NA,NA
pecoe-1106,Field blank,motu42,164785,Embiotoca lateralis,Striped seaperch,CC_PBA,BC_CC,BC_CC,51.646445,-128.11899474999998,Embiotoca,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV45,species,100,2.61e-84,Eukaryota,Chordata,0,1,Pruth Bay,2023,exblank-2023-44,plate_3,2023-07-02 00:00:00,0-0.5,NA,by_boat,1.5,present,NA,NA,NA,NA,NA,NA,Central Coast British Columbia,Central Coast British Columbia,NA,NA,NA
pecoe-1106,Field blank,motu374,795,Bacteria,Bacteria,CC_PBA,BC_CC,BC_CC,51.646445,-128.11899474999998,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,ASV978,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,NA,1,Pruth Bay,2023,exblank-2023-44,plate_3,2023-07-02 00:00:00,0-0.5,NA,by_boat,1.5,present,NA,NA,NA,NA,NA,NA,Central Coast British Columbia,Central Coast British Columbia,NA,NA,NA
pecoe-1115,Field blank,motu499,51,Unknown bacteria,Bacteria,CC_FAN3,BC_CC,BC_CC,52.0534175,-128.40325074999998,NA,NA,NA,NA,ASV1368,offtarget,98.814,2.3299999999999998e-126,Bacteria,NA,NA,1,McMullins South,2023,exblank-2023-45,plate_3,2023-07-05 00:00:00,0-0.5,NA,by_boat,1.5,present,NA,NA,NA,NA,NA,NA,Central Coast British Columbia,Central Coast British Columbia,NA,NA,NA
pecoe-1121,Field blank,motu253,3,Unknown bacteria,Bacteria,CC_KIS1,BC_CC,BC_CC,51,-128.5,NA,NA,NA,NA,ASV5083,offtarget,98.419,1.08e-124,Bacteria,NA,NA,1,SE Spider Island,2023,exblank-2023-45,plate_3,2023-07-07 00:00:00,0-0.5,NA,by_boat,2.5,present,small seagrass bed interspesed with macro kelp,NA,NA,NA,NA,NA,Central Coast British Columbia,Central Coast British Columbia,NA,NA,NA
pecoe-1126,Field blank,motu253,3,Unknown bacteria,Bacteria,WB_PA,WA_WB,WA_WB,46.4954275,-124.0263025,NA,NA,NA,NA,ASV597,offtarget,98.419,1.08e-124,Bacteria,NA,NA,1,"Parcel A, Nahcotta",2023,exblank-2023-45,plate_3,2023-07-15 00:00:00,0-0.5,30,by_boat,1.5,present,200 x 75 m bed at low end of tidal flat with oyster reefs,grid 10 m apart,"gps coordinates for one site along this transect only, 500 ml",19,500,none,"Willapa Bay, Washington","Willapa Bay, Washington",NA,NA,NA
pecoe-1131,Field blank,motu1530,134,Unknown organism,Unknown organism,WB_DP,WA_WB,WA_WB,46.995355000000004,-124.1272775,NA,NA,NA,NA,ASV3960,offtarget,89.494,5.37e-88,NA,NA,NA,1,Damon Point,2023,exblank-2023-45,plate_3,NA,0-0.5,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,400,none,"Willapa Bay, Washington","Willapa Bay, Washington",NA,NA,NA
pecoe-1136,Field blank,motu15,174385,Oncorhynchus gorbuscha,Pink salmon,WB_SB,WA_WB,WA_WB,46.879095,-124.07972,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,ASV15,species,100,2.05e-85,Eukaryota,Chordata,0,1,"South Bay, Grays Harbour",2023,exblank-2023-46,plate_3,2023-07-17 00:00:00,0-0.5,NA,by_foot,1.0,present,bed spans 1 km or more along channel edge. Longline oyster culture within 10 m,10 apart from channel to bank along gradual slope,650 ml,17,650,filtered in grass field after tide,"Willapa Bay, Washington","Willapa Bay, Washington",NA,NA,NA
pecoe-1141,Field blank,motu2309,5,uncultured Oomycota,Water mold,WB_WR,WA_WB,WA_WB,46.690556666666666,-123.90643,NA,NA,NA,NA,ASV5010,offtarget,97.845,2.39e-111,Eukaryota,Oomycota,NA,1,Willapa River,2023,exblank-2023-46,plate_3,2023-07-24 00:00:00,0-0.5,NA,by_foot,1.0,present,200 m wide area of Z. marina intermixed with oyster longlines,"10 m apart, consistent depth",600 ml,17.7,600,none,"Willapa Bay, Washington","Willapa Bay, Washington",NA,NA,NA
pecoe-1151,Field blank,motu1,1,Cymatogaster aggregata,Shiner perch,NC_RB,CA_SF,CA_NCb,37.8724225,-122.489055,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,100,2.61e-84,Eukaryota,Chordata,0,1,Richardson Bay,2023,exblank-2023-46,plate_3,NA,0-0.5,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,1000,bag labelled 'north central california richardson bay (sp?) 7/24/23,"San Francisco Bay, California","San Francisco Bay 1, California",NA,NA,NA
pecoe-1176,Field blank,motu2438,1,Bacteria,Bacteria,NC_DE,CA_NC,CA_NCc,38.06559,-122.93522,NA,NA,NA,NA,ASV5142,offtarget,93.75,2.4299999999999994e-106,Bacteria,NA,NA,1,Drakes Estero,2023,exblank-2023-48,plate_3,NA,0.5-1,NA,NA,NA,NA,NA,NA,NA,NA,725,none,"Bodega Bay, California","San Francisco Bay 2, California",NA,NA,NA
pecoe-1201,Field blank,motu61,67,No BLAST hit,No BLAST hit,MB_CB,CA_MB,CA_MB,35.372155,-120.86014,NA,NA,NA,NA,ASV69,NA,NA,NA,NA,NA,NA,1,Coleman Beach,2023,exblank-2023-58,plate_3,NA,0-0.5,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,1000,none,"Morro Bay, California","Morro Bay, California",NA,NA,NA
pecoe-1201,Field blank,motu171,1281,Unknown fungi,Unknown fungi,MB_CB,CA_MB,CA_MB,35.372155,-120.86014,NA,NA,NA,NA,ASV1411,offtarget,97.222,3.9299999999999985e-119,Eukaryota,NA,NA,1,Coleman Beach,2023,exblank-2023-58,plate_3,NA,0-0.5,NA,NA,NA,NA,NA,NA,gps coordinates for one site along this transect only,NA,1000,none,"Morro Bay, California","Morro Bay, California",NA,NA,NA
pecoe-1216,Field blank,motu1659,61,Unknown organism,Unknown organism,LA_LN,CA_LA,CA_LA,33.6021545,-117.8826474,NA,NA,NA,NA,ASV4158,offtarget,88.755,2.48e-81,NA,NA,NA,1,Lower Newport Bay,2023,exblank-2023-52,plate_3,2023-07-17 00:00:00,0-0.5,33.128,by_foot,2,present,dense,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","gps coordinates for one site along this transect only,tide higher than what we've collected at in the past",19.9,1000,none,"Los Angeles, California","Los Angeles, California",NA,NA,NA
pecoe-1246,Field blank,motu374,8,Bacteria,Bacteria,IC_SHS,BC_IC,BC_IC,50.091105,-125.04424575,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,ASV978,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,NA,1,Shark Spit,2023,exblank-2023-49,plate_3,2023-07-15 00:00:00,0-0.5,24.37,by_boat,2023-02-03 00:00:00,present,NA,"parallel to shore, ~ 10m apart, tried to maintain same depth for each sample",NA,19.3,NA,NA,"Inner Coast, British Columbia","Inner Coast, British Columbia",NA,NA,NA
pecoe-0881,Field blank,motu2380,3,Bacteria,Bacteria,PS_IC,WA_PS,WA_PSb,48.56302955,-122.935074425,NA,NA,NA,NA,ASV5084,offtarget,85.769,2.55e-71,Bacteria,NA,NA,1,Indian Cove,2023,exblank-2023-41,plate_1,2023-07-17 00:00:00,NA,NA,by_boat,2.8,present,"Pretty dense and robust subtidal meadow, continuous. Sampled in subtidal meadow.","Sampled from boat during choppy conditions. Sampled approximately severl meters apart, but had to estimate. Definitely saw eelgrass while sampling.","gps coordinates for one site along this transect only, 1000mL filtered",NA,1000,none,"Puget Sound & Padilla Bay, Washington","San Juan Islands, Washington",NA,NA,NA
pecoe-0886,Field blank,motu2196,12,Unknown bacteria,Bacteria,PS_NC,WA_PS,WA_PSb,48.70442085,-123.04,NA,NA,NA,NA,ASV4891,offtarget,98.413,3.9e-124,Bacteria,NA,NA,1,"North Cove, Waldron Island",2023,exblank-2023-41,plate_1,2023-07-18 00:00:00,0-0.5,NA,by_boat,1.9,present,A dense and lush subtidal meadow. Fairly continuous from intertidal to subtidal. Some patchy but fairly continuous.,"Consistent deapth, parallel to shore, approx 10m apart.","gps coordinates for one site along this transect only, 1000mL",NA,1000,none,"Puget Sound & Padilla Bay, Washington","San Juan Islands, Washington",NA,NA,NA
pecoe-0906,Field blank,motu1341,111,Unknown organism,Unknown organism,HG_SB,BC_HG,BC_HGa,52.631124,-131.60783125,NA,NA,NA,NA,ASV3580,offtarget,99.206,1.7999999999999998e-127,NA,NA,NA,1,Sedgwick Bay,2023,exblank-2023-42,plate_1,NA,NA,NA,NA,NA,NA,NA,NA,no linked data,NA,1000,none,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",NA,NA,NA
pecoe-0911,Field blank,motu5,205121,Gasterosteus aculeatus,Three-spined stickleback,HG_BH,BC_HG,BC_HGa,52.34841,-131.36291333333332,Gasterosteus,Gasterosteidae,Perciformes,Teleostei,ASV5,species,100,7.31e-85,Eukaryota,Chordata,0,1,Bag Harbour,2023,exblank-2023-42,plate_1,2023-07-05 00:00:00,0-0.5,33.31,by_boat,2.3,present,"fringing meadow with shorter, slightly patchy eelgrass along intertidal to shallow subtidal edge of bay",sampled along eelgrass meadow at intervals of roughly 10 m,"no linked data, filtered- 1000ml",16.6,1000,none,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",NA,NA,NA
pecoe-0911,Field blank,motu61,155,No BLAST hit,No BLAST hit,HG_BH,BC_HG,BC_HGa,52.34841,-131.36291333333332,NA,NA,NA,NA,ASV69,NA,NA,NA,NA,NA,NA,1,Bag Harbour,2023,exblank-2023-42,plate_1,2023-07-05 00:00:00,0-0.5,33.31,by_boat,2.3,present,"fringing meadow with shorter, slightly patchy eelgrass along intertidal to shallow subtidal edge of bay",sampled along eelgrass meadow at intervals of roughly 10 m,"no linked data, filtered- 1000ml",16.6,1000,none,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",NA,NA,NA
pecoe-0916,Field blank,motu190,2604,Unknown organism,Unknown organism,HG_RI,BC_HG,BC_HGa,52.57346275,-131.39581525,NA,NA,NA,NA,ASV400,offtarget,97.222,3.9299999999999985e-119,NA,NA,NA,1,Ramsay Island,2023,exblank-2023-42,plate_1,2023-07-06 00:00:00,0.5-1,33.4,by_boat,2.9,present,"large, continuous eelgrass meadow",sampled along eelgrass meadow at intervals of roughly 10-15 m,"no linked data, filtered- 1000ml",13.5,1000,none,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",NA,NA,NA
pecoe-0916,Field blank,motu452,3,Unknown bacteria,Bacteria,HG_RI,BC_HG,BC_HGa,52.57346275,-131.39581525,NA,NA,NA,NA,ASV1219,offtarget,97.551,6.57e-117,Bacteria,NA,NA,1,Ramsay Island,2023,exblank-2023-42,plate_1,2023-07-06 00:00:00,0.5-1,33.4,by_boat,2.9,present,"large, continuous eelgrass meadow",sampled along eelgrass meadow at intervals of roughly 10-15 m,"no linked data, filtered- 1000ml",13.5,1000,none,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",NA,NA,NA
pecoe-0926,Field blank,motu2310,5,No BLAST hit,No BLAST hit,PS_BV,WA_PS,WA_PSa,48.48575823,-122.482358641675,NA,NA,NA,NA,ASV5011,NA,NA,NA,NA,NA,NA,1,Bayview,2023,exblank-2023-43,plate_1,2023-07-18 00:00:00,0-0.5,NA,NA,NA,NA,NA,NA,"gps coordinates for one site along this transect only, Coordinates updated to decimal degrees - KS 2024 October",NA,1000,none,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington",NA,NA,NA
pecoe-0936,Field blank,motu2236,9,Bacteria,Bacteria,PS_BB,WA_PS,WA_PSa,48.728286665,-122.506188055,NA,NA,NA,NA,ASV4935,offtarget,85.271,5.449999999999999e-68,Bacteria,NA,NA,1,Bellingham Bay,2023,exblank-2023-43,plate_1,NA,0.5-1,NA,NA,NA,NA,NA,NA,"gps coordinates for one site along this transect only, Coordinates updated to decimal degrees - KS 2024 October",NA,1000,none,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington",NA,NA,NA
pecoe-0965,Field blank,motu63,216470,No BLAST hit,No BLAST hit,PP_HI,BC_PP,BC_PP,48.95144225,-125.31274625,NA,NA,NA,NA,ASV71,NA,NA,NA,NA,NA,NA,1,Hand Island,2023,exblank-2023-44,plate_1,2023-07-18 00:00:00,0-0.5,32,by_boat,1.5,present,NA,2 samples take at 1st set location; 2 samples taken at 2nd and 3rd set location,1000ml filtered,15.3,1000,none,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",NA,NA,NA
pecoe-0970,Field blank,motu61,33,No BLAST hit,No BLAST hit,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,NA,NA,NA,NA,ASV69,NA,NA,NA,NA,NA,NA,1,Jaques-Jarvis Lagoon,2023,exblank-2023-44,plate_1,2023-07-21 00:00:00,0-0.5,32,by_boat,2.2,present,"lots of decaying, epiphytes on blades",samples taken 10m apart,1000ml filtered,16.8,1000,none,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",NA,NA,NA
pecoe-0970,Field blank,motu83,163360,Sus scrofa,Pig,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Sus,Suidae,Artiodactyla,Mammalia,ASV106,offtarget,100,2.05e-85,Eukaryota,Chordata,NA,1,Jaques-Jarvis Lagoon,2023,exblank-2023-44,plate_1,2023-07-21 00:00:00,0-0.5,32,by_boat,2.2,present,"lots of decaying, epiphytes on blades",samples taken 10m apart,1000ml filtered,16.8,1000,none,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",NA,NA,NA
pecoe-0971,Field blank,motu63,82199,No BLAST hit,No BLAST hit,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,NA,NA,NA,NA,ASV71,NA,NA,NA,NA,NA,NA,1,Clarke,2023,exblank-2023-44,plate_1,2023-07-19 00:00:00,0-0.5,32.5,by_boat,1.25,present,NA,"~10m apart, ~1.0m depth, over eelgrass",1000ml filtered,13,1000,none,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",NA,NA,NA
pecoe-0971,Field blank,motu83,40460,Sus scrofa,Pig,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Sus,Suidae,Artiodactyla,Mammalia,ASV101,offtarget,100,2.05e-85,Eukaryota,Chordata,NA,1,Clarke,2023,exblank-2023-44,plate_1,2023-07-19 00:00:00,0-0.5,32.5,by_boat,1.25,present,NA,"~10m apart, ~1.0m depth, over eelgrass",1000ml filtered,13,1000,none,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",NA,NA,NA
pecoe-0976,Field blank,motu250,5738,Cyanobacteria,Cyanobacteria,HG_DSD,BC_HG,BC_HGa,54.009672,-132.13868533333334,NA,NA,NA,NA,ASV590,offtarget,98.814,2.3299999999999998e-126,Bacteria,Cyanobacteriota,NA,1,Delkatla Slough,2023,exblank-2023-57,plate_1,2023-08-05 00:00:00,0-0.5,NA,NA,0m,present,"fringing bed and small embayment in estuary, dense and continuous","10m apart along fringing eelgrass bed (~5m wide) along channel, and one sample in very small embayment w seagrass","may be a slightly different location from 2020 samples, which were likely from the dock. gps coordinates for one site along this transect only, Coordinates updated to decimal degrees - KS 2024 October, filtered-950ml",NA,950,none,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",NA,NA,NA
pecoe-0976,Field blank,motu296,3709,Cyanobacteriota,Bacteria,HG_DSD,BC_HG,BC_HGa,54.009672,-132.13868533333334,NA,NA,NA,NA,ASV753,offtarget,85.827,2.52e-71,Bacteria,Cyanobacteriota,NA,1,Delkatla Slough,2023,exblank-2023-57,plate_1,2023-08-05 00:00:00,0-0.5,NA,NA,0m,present,"fringing bed and small embayment in estuary, dense and continuous","10m apart along fringing eelgrass bed (~5m wide) along channel, and one sample in very small embayment w seagrass","may be a slightly different location from 2020 samples, which were likely from the dock. gps coordinates for one site along this transect only, Coordinates updated to decimal degrees - KS 2024 October, filtered-950ml",NA,950,none,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",NA,NA,NA
