sample,asv,reads_raw,sample_id,motu,found_taxa,common_name,rank,identity_percentage,evalue,in_ctrl_field,reads_adjust_field,ctrl_field0,ctrl_fieldlab0,reads_adjust_lab,ctrl_lab0,kingdom,phylum,class,order,family,genus,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,region_code,region_name,site_code,treatment,location_name,decimal_latitude,decimal_longitude,year,extraction_blank,library,dna_extraction_date,sample_collection_date,swell_m,tide,wind,rain,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,organization_participants,bsaredo,reads_adjust
pecoe227,ASV11,44997,pecoe-0227,motu11,Engraulis mordax,Californian anchovy,species,100,4.49e-87,NA,44997,no,no,44997,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,0,south to northern Van Island,NA,NA,1,1,CA_LA,CA_LA,LA_JD,Sample,Jack Dunster Reserve,33.76182046666667,-118.1200661,2021,pecoxn008,Library2,4/1/22,2021-07-29 00:00:00,0-0.5,slack,light,none,37.2,by_foot,1.5,present,"medium density, approximately 70% cover, plants 0.5 to over 1 meter tall. More dense close to shore and thins out. approximate bed size 100m parallel with shore X 40 meters perpendicular to shore","45 degree angle NW from shore along approximate equal depth contour, each sample ~12 meters from the last",NA,21.1,"Sarah Bittick, Ahmad Mersaghian",NA,44997
pecoe227,ASV3012,175,pecoe-0227,motu1059,No BLAST hit,No BLAST hit,NA,NA,NA,NA,175,no,no,175,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_JD,Sample,Jack Dunster Reserve,33.76182046666667,-118.1200661,2021,pecoxn008,Library2,4/1/22,2021-07-29 00:00:00,0-0.5,slack,light,none,37.2,by_foot,1.5,present,"medium density, approximately 70% cover, plants 0.5 to over 1 meter tall. More dense close to shore and thins out. approximate bed size 100m parallel with shore X 40 meters perpendicular to shore","45 degree angle NW from shore along approximate equal depth contour, each sample ~12 meters from the last",NA,21.1,"Sarah Bittick, Ahmad Mersaghian",NA,175
pecoe229,ASV4,14118,pecoe-0229,motu4,Atherinops affinis,Topsmelt silverside,species,95.858,1.23e-72,NA,14118,no,no,14118,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_JD,Sample,Jack Dunster Reserve,33.76182046666667,-118.1200661,2021,pecoxn008,Library2,4/1/22,2021-07-29 00:00:00,0-0.5,slack,light,none,37.2,by_foot,1.5,present,"medium density, approximately 70% cover, plants 0.5 to over 1 meter tall. More dense close to shore and thins out. approximate bed size 100m parallel with shore X 40 meters perpendicular to shore","45 degree angle NW from shore along approximate equal depth contour, each sample ~12 meters from the last",NA,21.1,"Sarah Bittick, Ahmad Mersaghian",NA,14118
pecoe229,ASV10,28864,pecoe-0229,motu10,Paralabrax maculatofasciatus,Spotted sand bass,species,100,7.31e-85,NA,28864,no,no,28864,no,Eukaryota,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,0,south to Monterey Bay,NA,NA,1,1,CA_LA,CA_LA,LA_JD,Sample,Jack Dunster Reserve,33.76182046666667,-118.1200661,2021,pecoxn008,Library2,4/1/22,2021-07-29 00:00:00,0-0.5,slack,light,none,37.2,by_foot,1.5,present,"medium density, approximately 70% cover, plants 0.5 to over 1 meter tall. More dense close to shore and thins out. approximate bed size 100m parallel with shore X 40 meters perpendicular to shore","45 degree angle NW from shore along approximate equal depth contour, each sample ~12 meters from the last",NA,21.1,"Sarah Bittick, Ahmad Mersaghian",NA,28864
pecoe229,ASV80,7155,pecoe-0229,motu53,Anchoa delicatissima,Slough anchovy,species,100,1.6e-86,NA,7155,no,no,7155,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_JD,Sample,Jack Dunster Reserve,33.76182046666667,-118.1200661,2021,pecoxn008,Library2,4/1/22,2021-07-29 00:00:00,0-0.5,slack,light,none,37.2,by_foot,1.5,present,"medium density, approximately 70% cover, plants 0.5 to over 1 meter tall. More dense close to shore and thins out. approximate bed size 100m parallel with shore X 40 meters perpendicular to shore","45 degree angle NW from shore along approximate equal depth contour, each sample ~12 meters from the last",NA,21.1,"Sarah Bittick, Ahmad Mersaghian",NA,7155
pecoe229,ASV463,4582,pecoe-0229,motu53,Anchoa delicatissima,Slough anchovy,species,100,1.6e-86,NA,4582,no,no,4582,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_JD,Sample,Jack Dunster Reserve,33.76182046666667,-118.1200661,2021,pecoxn008,Library2,4/1/22,2021-07-29 00:00:00,0-0.5,slack,light,none,37.2,by_foot,1.5,present,"medium density, approximately 70% cover, plants 0.5 to over 1 meter tall. More dense close to shore and thins out. approximate bed size 100m parallel with shore X 40 meters perpendicular to shore","45 degree angle NW from shore along approximate equal depth contour, each sample ~12 meters from the last",NA,21.1,"Sarah Bittick, Ahmad Mersaghian",NA,4582
pecoe230,ASV3896,33,pecoe-0230,motu1718,Unknown bacteria,Bacteria,offtarget,99.644,3.289999999999999e-145,NA,33,no,no,33,no,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_JD,Sample,Jack Dunster Reserve,33.76182046666667,-118.1200661,2021,pecoxn008,Library2,4/1/22,2021-07-29 00:00:00,0-0.5,slack,light,none,37.2,by_foot,1.5,present,"medium density, approximately 70% cover, plants 0.5 to over 1 meter tall. More dense close to shore and thins out. approximate bed size 100m parallel with shore X 40 meters perpendicular to shore","45 degree angle NW from shore along approximate equal depth contour, each sample ~12 meters from the last",NA,21.1,"Sarah Bittick, Ahmad Mersaghian",NA,33
pecoe231,ASV3,76,pecoe-0231,motu3,Clupea pallasii,Pacific herring,species,100,1.6e-86,yes,0,yes,yes,76,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0,NA,Forage fish,https://www.fishbase.ca/summary/Clupea-pallasii+pallasii.html,1,1,CA_LA,CA_LA,LA_LN,Field blank,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn008,Library2,4/1/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,0
pecoe231,ASV14,135,pecoe-0231,motu14,Oncorhynchus keta,Chum salmon,species,100,7.31e-85,yes,0,yes,yes,135,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,NA,Salmon,https://www.fishbase.ca/summary/Oncorhynchus-keta.html,1,1,CA_LA,CA_LA,LA_LN,Field blank,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn008,Library2,4/1/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,0
pecoe231,ASV3412,118,pecoe-0231,motu1404,No BLAST hit,No BLAST hit,NA,NA,NA,yes,0,yes,yes,118,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Field blank,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn008,Library2,4/1/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,0
pecoe231,ASV3928,26,pecoe-0231,motu1740,Unknown bacteria,Bacteria,offtarget,97.945,5.739999999999998e-143,yes,0,yes,yes,26,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Field blank,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn008,Library2,4/1/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,0
pecoe232,ASV4075,2,pecoe-0232,motu1868,Bacteria,Bacteria,offtarget,96.575,2.69e-136,NA,2,no,no,2,no,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn008,Library2,4/1/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,2
pecoe233,ASV1,4349,pecoe-0233,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,NA,4349,no,no,4280,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,4280
pecoe233,ASV4,20470,pecoe-0233,motu4,Atherinops affinis,Topsmelt silverside,species,95.858,1.23e-72,NA,20470,no,no,20470,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,20470
pecoe233,ASV10,6397,pecoe-0233,motu10,Paralabrax maculatofasciatus,Spotted sand bass,species,100,7.31e-85,NA,6397,no,no,6397,no,Eukaryota,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,0,south to Monterey Bay,NA,NA,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,6397
pecoe233,ASV62,270,pecoe-0233,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,NA,270,no,no,270,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,270
pecoe233,ASV50,17,pecoe-0233,motu47,Thunnus alalunga,Albacore,species,100,2.61e-84,NA,17,no,no,17,no,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,17
pecoe233,ASV52,2370,pecoe-0233,motu48,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,NA,2370,no,no,2370,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,"south to Yaquina Bay, OR",NA,NA,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,2370
pecoe233,ASV18,6305,pecoe-0233,motu18,Embiotoca jacksoni,Black perch,species,100,7.31e-85,NA,6305,no,no,6305,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,0,"south to Fort Bragg, CA",NA,NA,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,6305
pecoe233,ASV89,1181,pecoe-0233,motu75,Paralichthys californicus,California halibut,species,100,7.31e-85,NA,1181,no,no,1181,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,0,south to WA,NA,NA,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,1181
pecoe233,ASV91,1236,pecoe-0233,motu77,Anisotremus davidsonii,Xantic sargo,species,100,7.31e-85,NA,1236,no,no,1236,no,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,1236
pecoe233,ASV39,765,pecoe-0233,motu37,Hypsoblennius gentilis,Bay blenny,species,100,9.32e-84,NA,765,no,no,765,no,Eukaryota,Chordata,Teleostei,Blenniiformes,Blenniidae,Hypsoblennius,0,south to Monterey Bay,NA,NA,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,765
pecoe233,ASV163,6533,pecoe-0233,motu18,Embiotoca jacksoni,Black perch,species,100,7.31e-85,NA,6533,no,no,6533,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,0,"south to Fort Bragg, CA",NA,NA,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,6533
pecoe233,ASV650,18,pecoe-0233,motu303,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,NA,18,no,no,18,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,18
pecoe233,ASV1051,1282,pecoe-0233,motu4,Atherinops affinis,Topsmelt silverside,species,95.858,1.23e-72,NA,1282,no,no,1282,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,1282
pecoe233,ASV284,107,pecoe-0233,motu167,Bacillariophyta,Diatom,offtarget,100,2.31e-131,NA,107,no,no,107,no,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,107
pecoe233,ASV3328,130,pecoe-0233,motu1355,Gammaproteobacteria,Bacteria,offtarget,99.209,5.01e-128,NA,130,no,no,130,no,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,130
pecoe233,ASV3537,100,pecoe-0233,motu1494,Bacteria,Bacteria,offtarget,91.165,1.9e-92,NA,100,no,no,100,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,100
pecoe233,ASV3690,72,pecoe-0233,motu1591,No BLAST hit,No BLAST hit,NA,NA,NA,NA,72,no,no,72,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,72
pecoe234,ASV3922,27,pecoe-0234,motu1735,Unknown organism,Unknown organism,offtarget,92.933,1.25e-114,NA,27,no,no,27,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,27
pecoe234,ASV3988,15,pecoe-0234,motu1792,No BLAST hit,No BLAST hit,NA,NA,NA,NA,15,no,no,15,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,15
pecoe234,ASV3994,14,pecoe-0234,motu1798,Cyanobacteria,Cyanobacteria,offtarget,97.518,9.32e-136,NA,14,no,no,14,no,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,14
pecoe234,ASV3999,13,pecoe-0234,motu1803,Bacteria,Unknown bacteria,offtarget,90.391,7.54e-102,NA,13,no,no,13,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2021,pecoxn010,Library2,4/5/22,2021-07-30 00:00:00,0-0.5,slack,light,none,37.3,by_foot,1.0,present,"Medium density, 60-70% cover, plants 0.5 meters to over 1.5 meters tall, bed runs parallel to shore ~100 meters, perpendicular to shore 60-70 meters. The seagrass continues into the boat channel drop off, not sure how deep.",45 degrees angle south from sample 1 which was approximately 15 meters from shore. Each samples was 12-15 meters from the last,NA,20.4,"Sarah Bittick, Ahmad Mersaghian, Caroline Thorpe",NA,13
