asv,reads_raw,sample_id,motu,found_taxa,common_name,rank,identity_percentage,evalue,in_ctrl_field,reads_adjust_field,ctrl_field0,ctrl_fieldlab0,reads_adjust_lab,ctrl_lab0,kingdom,phylum,class,order,family,genus,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,region_code,region_name,site_code,treatment,location_name,decimal_latitude,decimal_longitude,year,extraction_blank,library,dna_extraction_date,sample_collection_date,swell_m,tide,wind,rain,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,collection_time_24h,notes_about_sample,lab_notes,extraction_notes,organization_participants,reads_adjust
ASV323,9,pecoe-0726,motu179,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,NA,9,no,no,9,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",9
ASV2568,257,pecoe-0726,motu1004,Bacteria,Bacteria,offtarget,91.429,6.9e-92,NA,257,no,no,257,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",257
ASV2115,25,pecoe-0726,motu820,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,25,no,no,25,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",25
ASV3260,31,pecoe-0726,motu1324,Unknown bacteria,Bacteria,offtarget,96.327,6.709999999999999e-112,NA,31,no,no,31,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",31
ASV1323,4,pecoe-0726,motu525,Chlorophyta,Green algae,offtarget,100,2.31e-131,NA,4,no,no,4,no,Eukaryota,Chlorophyta,NA,NA,Pycnococcaceae,Pycnococcus,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",4
ASV1,26,pecoe-0727,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,NA,26,no,no,26,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",26
ASV2,37,pecoe-0727,motu2,Leptocottus armatus,Pacific staghorn sculpin,species,100,2.05e-85,NA,37,no,no,37,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0,NA,Sculpins,https://www.fishbase.ca/summary/4112,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",37
ASV22,25516,pecoe-0727,motu19,Pleuronectidae,Flatfish family,family,100,7.31e-85,NA,25516,no,no,25516,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0,NA,NA,NA,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",25516
ASV23,17929,pecoe-0727,motu22,Xiphister,Prickleback species,genus,100,7.31e-85,NA,17929,no,no,17929,no,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0,NA,NA,NA,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",17929
ASV61,22420,pecoe-0727,motu56,Artedius harringtoni,Scalyhead sculpin,species,100,5.730000000000001e-86,NA,22420,no,no,22420,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0,north to central cali,Sculpins,https://www.fishbase.ca/summary/Artedius-harringtoni.html,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",22420
ASV114,49,pecoe-0727,motu89,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,49,no,no,49,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",49
ASV87,20766,pecoe-0727,motu73,Phytichthys chirus,Ribbon prickleback,species,100,7.31e-85,NA,20766,no,no,20766,no,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Phytichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/3791,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",20766
ASV488,8,pecoe-0727,motu187,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,8,no,no,8,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",8
ASV1472,35,pecoe-0727,motu586,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,35,no,no,35,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-035,Library 2,45048,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",35
ASV1,56,pecoe-0728,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,NA,56,no,no,42,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",42
ASV2,104,pecoe-0728,motu2,Leptocottus armatus,Pacific staghorn sculpin,species,100,2.05e-85,NA,104,no,no,104,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0,NA,Sculpins,https://www.fishbase.ca/summary/4112,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",104
ASV6,18,pecoe-0728,motu6,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,NA,18,no,no,18,no,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",18
ASV141,43924,pecoe-0729,motu105,Liparis cyclopus,Ribbon snailfish,species,100,7.31e-85,yes,43913,no,no,43924,no,Eukaryota,Chordata,Teleostei,Perciformes,Liparidae,Liparis,0,NA,NA,NA,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",43913
ASV192,25913,pecoe-0729,motu123,Perciformes,Perciformes order,order,90.588,3.59e-58,NA,25913,no,no,25913,no,Eukaryota,Chordata,Teleostei,Perciformes,NA,NA,0,NA,NA,NA,1,1,BC_CC,BC_CC,CC_FAN3,Sample,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,08:38:00,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",25913
ASV27,3,pecoe-0730,motu25,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,yes,0,yes,yes,3,no,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,1,BC_CC,BC_CC,CC_FAN3,Field blank,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,NA,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",0
ASV141,11,pecoe-0730,motu105,Liparis cyclopus,Ribbon snailfish,species,100,7.31e-85,yes,0,yes,yes,11,no,Eukaryota,Chordata,Teleostei,Perciformes,Liparidae,Liparis,0,NA,NA,NA,1,1,BC_CC,BC_CC,CC_FAN3,Field blank,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,NA,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",0
ASV3893,34,pecoe-0730,motu1715,Unknown organism,Unknown organism,offtarget,91.373,3.16e-95,yes,0,yes,yes,34,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_CC,BC_CC,CC_FAN3,Field blank,McMullins South,52.05357333333333,-128.40332333333333,2022,exblank-2022-032,Library 2,45043,2022-07-17 00:00:00,0-0.5,ebb,none,none,27.78,by_boat,1.7,present,"dense Z. marina, intermicxed with benthic algaes, macrocystis, and P. serralatus; bed ~70m x 250m","samples 10m apart; long skinny bay, samples taken perpendicular beach at end of bay, rather than parallel as usual; depths slowly increasing as heading out of bay, 1.7m to 2.2m",NA,13.1,NA,"1000mL filtered for all, with peristaltic pump; 726-728 filtered in parallel, 729-730 filtered in parallel after first set",NA,NA,"Zach Monteith, Rumer Opie, Krystal Bachen, Faye Manning",0
ASV1,17,pecoe-0731,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,yes,0,yes,yes,17,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,BC_HGa,BC_HG,HG_LIE,Field blank,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,NA,1000 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",0
ASV7,38966,pecoe-0731,motu7,Bos,Cow,offtarget,100,2.61e-84,yes,0,yes,yes,38966,no,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA,NA,NA,NA,NA,1,BC_HGa,BC_HG,HG_LIE,Field blank,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,NA,1000 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",0
ASV1,28928,pecoe-0732,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,yes,28911,no,no,28928,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",28911
ASV2,7067,pecoe-0732,motu2,Leptocottus armatus,Pacific staghorn sculpin,species,100,2.05e-85,NA,7067,no,no,7067,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0,NA,Sculpins,https://www.fishbase.ca/summary/4112,1,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",7067
ASV6,2015,pecoe-0732,motu6,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,NA,2015,no,no,2015,no,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",2015
ASV5,11442,pecoe-0732,motu5,Pholis laeta,Crescent gunnel,species,100,2.61e-84,NA,11442,no,no,11442,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0,north to northern California,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Pholis-laeta.html,1,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",11442
ASV35,2660,pecoe-0732,motu33,Syngnathus californiensis,Bay pipefish,species,100,9.45e-84,NA,2660,no,no,2660,no,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0,NA,NA,NA,NA,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",2660
ASV13,6590,pecoe-0732,motu13,Oligocottus,Oligocottus sculpin species,genus,100,2.61e-84,NA,6590,no,no,6590,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Oligocottus,0,NA,NA,NA,1,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",6590
ASV15,4486,pecoe-0732,motu15,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,NA,4486,no,no,4486,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0,NA,NA,NA,1,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",4486
ASV19,1406,pecoe-0732,motu19,Pleuronectidae,Flatfish family,family,100,7.31e-85,NA,1406,no,no,1406,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0,NA,NA,NA,1,1,BC_HGa,BC_HG,HG_LIE,Sample,Louscoone Inlet,52.22686,-131.27596,2022,exblank-2022-030,Library 2,45041,2022-07-13 00:00:00,0-0.5,slack,light,light,30.1,by_boat,3,present,contiunous uniform meadow; eelgrass 1.5-2+ m high and dense,"sampled moving south towards mouth of Louscoone Creek, taken ~10 m apart",GPS site location is location of first sample; GPS points taken for all sample locations,14,07:37:00,550 mL filtered,NA,NA,"Charlotte Houston, Chavonne Guthrie",1406
