found_taxa,common_name,rank,motu,asv,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4666,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4719,Eubalaena glacialis,North Atlantic right whale,offtarget,98.066,4.159999999999999e-180,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4551,Eubalaena glacialis,North Atlantic right whale,offtarget,98.343,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4573,Eubalaena glacialis,North Atlantic right whale,offtarget,98.895,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4581,Eubalaena glacialis,North Atlantic right whale,offtarget,98.343,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4600,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4606,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4648,Eubalaena glacialis,North Atlantic right whale,offtarget,98.066,4.159999999999999e-180,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV4702,Eubalaena glacialis,North Atlantic right whale,offtarget,98.343,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1099,ASV3052,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1342,ASV3581,Eubalaena glacialis,North Atlantic right whale,offtarget,98.895,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1419,ASV3734,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1419,ASV4240,Eubalaena glacialis,North Atlantic right whale,offtarget,98.895,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1419,ASV4500,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1419,ASV3734,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1691,ASV4209,Eubalaena glacialis,North Atlantic right whale,offtarget,98.895,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1736,ASV4280,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1741,ASV4290,Eubalaena glacialis,North Atlantic right whale,offtarget,98.066,4.159999999999999e-180,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1741,ASV4463,Eubalaena glacialis,North Atlantic right whale,offtarget,98.343,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1741,ASV4290,Eubalaena glacialis,North Atlantic right whale,offtarget,98.066,4.159999999999999e-180,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1801,ASV4373,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1801,ASV4502,Eubalaena glacialis,North Atlantic right whale,offtarget,98.895,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1801,ASV4373,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1893,ASV4516,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1937,ASV4582,Eubalaena glacialis,North Atlantic right whale,offtarget,98.343,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1937,ASV4624,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu1937,ASV4582,Eubalaena glacialis,North Atlantic right whale,offtarget,98.343,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Eubalaena glacialis,North Atlantic right whale,offtarget,motu2058,ASV4737,Eubalaena glacialis,North Atlantic right whale,offtarget,98.619,0,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,NA
Unknown organism,Unknown organism,offtarget,motu279,ASV4519,Eukaryota,Unknown eukaryote,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Foraminifera,NA,Rotaliida,NA,Virgulinella,NA
Eukaryota,Unknown eukaryote,offtarget,motu400,ASV1044,Eukaryota,Unknown eukaryote,offtarget,99.209,5.01e-128,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA
Eukaryota,Unknown eukaryote,offtarget,motu629,ASV1762,Eukaryota,Unknown eukaryote,offtarget,99.609,2.35e-131,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA
Eutreptiella marina,Protist,offtarget,motu223,ASV500,Eutreptiella marina,Protist,offtarget,100,2.31e-131,Eukaryota,Euglenozoa,Euglenida,Eutreptiales,NA,Eutreptiella,NA
Eutreptiella marina,Protist,offtarget,motu733,ASV2055,Eutreptiella marina,Protist,offtarget,100,5.04e-133,Eukaryota,Euglenozoa,Euglenida,Eutreptiales,NA,Eutreptiella,NA
Felis catus,Cat,offtarget,motu652,ASV1820,Felis catus,Cat,offtarget,100,5.7300000000000005e-86,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,NA
Fundulus parvipinnis,California killifish,species,motu79,ASV94,Fundulus parvipinnis,California killifish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,0
Fundulus parvipinnis,California killifish,species,motu79,ASV3343,Fundulus parvipinnis,California killifish,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,0
Fundulus parvipinnis,California killifish,species,motu79,ASV94,Fundulus parvipinnis,California killifish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV167,Gadus,Cod species,genus,NA,NA,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,NA
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV268,Gadus,Cod species,genus,NA,NA,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,NA
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV1852,Gadus,Cod species,genus,NA,NA,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,NA
Gadus,Cod species,genus,motu112,ASV159,Gadus,Cod species,genus,95.882,9.649999999999999e-74,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus,Cod species,genus,motu112,ASV4135,Gadus,Cod species,genus,95.294,4.4899999999999995e-72,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus,Cod species,genus,motu112,ASV159,Gadus,Cod species,genus,95.882,9.649999999999999e-74,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV77,Gadus chalcogrammus,Alaska pollock,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV474,Gadus chalcogrammus,Alaska pollock,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV960,Gadus chalcogrammus,Alaska pollock,species,99.412,9.52e-84,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV2104,Gadus chalcogrammus,Alaska pollock,species,99.412,9.52e-84,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV3578,Gadus chalcogrammus,Alaska pollock,species,99.412,9.52e-84,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV2618,Gadus chalcogrammus,Alaska pollock,species,99.412,9.52e-84,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV77,Gadus chalcogrammus,Alaska pollock,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gadus chalcogrammus,Alaska pollock,species,motu66,ASV552,Gadus macrocephalus,Pacific cod,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
Gambusia affinis,Mosquitofish invasive,species,motu166,ASV344,Gambusia affinis,Mosquitofish invasive,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia,0
Gammaproteobacteria,Bacteria,offtarget,motu236,ASV544,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu236,ASV723,Gammaproteobacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu236,ASV2674,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu236,ASV544,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Bacteria,Bacteria,offtarget,motu318,ASV827,Gammaproteobacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,offtarget,motu318,ASV2865,Gammaproteobacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,offtarget,motu318,ASV4460,Gammaproteobacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,offtarget,motu318,ASV827,Gammaproteobacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu356,ASV924,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu357,ASV928,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Bacteria,Bacteria,offtarget,motu382,ASV2691,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu766,ASV2133,Gammaproteobacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu766,ASV4217,Gammaproteobacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu766,ASV2133,Gammaproteobacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu778,ASV2169,Gammaproteobacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu778,ASV2216,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu778,ASV2169,Gammaproteobacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu822,ASV2316,Gammaproteobacteria,Bacteria,offtarget,98.438,2.36e-126,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu900,ASV2555,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu919,ASV2608,Gammaproteobacteria,Bacteria,offtarget,99.219,1.0899999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu962,ASV2712,Gammaproteobacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1141,ASV3167,Gammaproteobacteria,Bacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1269,ASV3441,Gammaproteobacteria,Bacteria,offtarget,99.609,2.35e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1269,ASV3573,Gammaproteobacteria,Bacteria,offtarget,99.219,1.0899999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1269,ASV3441,Gammaproteobacteria,Bacteria,offtarget,99.609,2.35e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1456,ASV3825,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1485,ASV3869,Gammaproteobacteria,Bacteria,offtarget,99.609,2.35e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1522,ASV3947,Gammaproteobacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu1543,ASV3986,Gammaproteobacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1613,ASV4098,Gammaproteobacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1634,ASV4125,Gammaproteobacteria,Bacteria,offtarget,85.87,5.99e-78,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1646,ASV4141,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1675,ASV4185,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1719,ASV4248,Gammaproteobacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1725,ASV4256,Gammaproteobacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1828,ASV4412,Gammaproteobacteria,Bacteria,offtarget,99.219,1.0899999999999998e-129,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu1834,ASV4423,Gammaproteobacteria,Bacteria,offtarget,98.425,1.08e-124,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gammaproteobacteria,Bacteria,offtarget,motu2114,ASV4799,Gammaproteobacteria,Bacteria,offtarget,100,6.519999999999999e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Gammaproteobacteria,Bacteria,offtarget,motu2233,ASV4931,Gammaproteobacteria,Bacteria,offtarget,87.352,5.38e-78,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV93,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV187,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV217,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV250,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV319,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV322,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV330,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV374,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV410,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV478,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV493,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV527,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV560,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV571,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV583,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV596,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV696,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV713,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV731,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV770,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV830,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV917,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV996,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1007,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1105,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1111,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1165,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1183,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1251,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1286,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1456,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1555,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1608,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1640,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
Gasterosteus aculeatus,Three-spined stickleback,species,motu5,ASV1681,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
