sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,asv,rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,freshwater_only,motu_pa,sample_collection_date,collection_time,filter_time,extraction_blank,volume_filtered,year,sample_notes,location_name,personnel,swell_m,salinity_psu,temperature_c,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,region_name_label,region_code_label,seq_method,sample_box,pcr_blank
pecoe-0936,Field blank,motu2236,9,Bacteria,Bacteria,PS_BB,WA_PS,WA_PSa,48.72833333,-122.50611111,NA,NA,NA,NA,ASV4935,offtarget,Bacteria,Bacteria,offtarget,85.271,5.449999999999999e-68,Bacteria,NA,NA,1,2023-07-19,NA,NA,exblank-2023-43,1000,2023,; xn tech:  ; xn date: Aug-14-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Bellingham Bay,"V.Sobocinsky, A.Haase",0.5-1,33,10,by_foot,1,present,thick,"paralel to shore, about 10m away from shore, 10m apart","NA, Coordinates updated to decimal degrees - KS 2024 October","Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington",nextseq-2023,NA,NA
pecoe-0965,Field blank,motu63,216470,No BLAST hit,No BLAST hit,PP_HI,BC_PP,BC_PP,48.951385,-125.314035,NA,NA,NA,NA,ASV71,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2023-07-18,NA,12:32-12:49,exblank-2023-44,1000,2023,1000ml filtered; xn tech:  ; xn date: Aug-15-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Hand Island,"Yakimishyn, Jennifer Bohlen, Krista",0-0.5,32,15.3,by_boat,1.5,present,NA,2 samples take at 1st set location; 2 samples taken at 2nd and 3rd set location,had been 48.57.0831 (1&2); 48.57.0731 (3&4)        125.18.8421 (1&2); 125.18.8121 (3&4),"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",nextseq-2023,NA,NA
pecoe-0970,Field blank,motu61,33,No BLAST hit,No BLAST hit,PP_JJ,BC_PP,BC_PP,48.921635,-125.2755516667,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2023-07-21,NA,12:02-12:14,exblank-2023-44,1000,2023,1000ml filtered; xn tech:  ; xn date: Aug-15-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Jaques-Jarvis Lagoon,"Yakimishyn, Jennifer Bohlen, Krista",0-0.5,32,16.8,by_boat,2.2,present,"lots of decaying, epiphytes on blades",samples taken 10m apart,had been 48.55.2981 (#1); 48.55.278 (#4)        125.16.5331 (#1); 125.16.576 (#4),"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",nextseq-2023,NA,NA
pecoe-0970,Field blank,motu61,33,No BLAST hit,No BLAST hit,PP_JJ,BC_PP,BC_PP,48.921635,-125.2755516667,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2023-07-21,NA,12:02-12:14,exblank-2023-44,1000,2023,1000ml filtered; xn tech:  ; xn date: Aug-15-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Jaques-Jarvis Lagoon,"Yakimishyn, Jennifer Bohlen, Krista",0-0.5,32,16.8,by_boat,2.2,present,"lots of decaying, epiphytes on blades",samples taken 10m apart,had been 48.55.2981 (#1); 48.55.278 (#4)        125.16.5331 (#1); 125.16.576 (#4),"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",nextseq-2023,NA,NA
pecoe-0970,Field blank,motu83,163360,Sus scrofa,Pig,PP_JJ,BC_PP,BC_PP,48.921635,-125.2755516667,Sus,Suidae,Artiodactyla,Mammalia,ASV106,offtarget,Sus scrofa,Pig,offtarget,100,2.05e-85,Eukaryota,Chordata,NA,1,2023-07-21,NA,12:02-12:14,exblank-2023-44,1000,2023,1000ml filtered; xn tech:  ; xn date: Aug-15-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Jaques-Jarvis Lagoon,"Yakimishyn, Jennifer Bohlen, Krista",0-0.5,32,16.8,by_boat,2.2,present,"lots of decaying, epiphytes on blades",samples taken 10m apart,had been 48.55.2981 (#1); 48.55.278 (#4)        125.16.5331 (#1); 125.16.576 (#4),"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",nextseq-2023,NA,NA
pecoe-0971,Field blank,motu63,82199,No BLAST hit,No BLAST hit,PP_C,BC_PP,BC_PP,48.8883,-125.3798333333,NA,NA,NA,NA,ASV71,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2023-07-19,NA,13:20-13:38,exblank-2023-44,1000,2023,1000ml filtered; xn tech:  ; xn date: Aug-15-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Clarke,"Yakimishyn, Jennifer Bohlen, Krista",0-0.5,32.5,13,by_boat,1.25,present,NA,"~10m apart, ~1.0m depth, over eelgrass",had been 48.53.298; 48.53.2891 (4th sample)        125.22.790; 125.22.8031 (4th sample),"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",nextseq-2023,NA,NA
pecoe-0971,Field blank,motu83,40460,Sus scrofa,Pig,PP_C,BC_PP,BC_PP,48.8883,-125.3798333333,Sus,Suidae,Artiodactyla,Mammalia,ASV101,offtarget,Sus scrofa,Pig,offtarget,100,2.05e-85,Eukaryota,Chordata,NA,1,2023-07-19,NA,13:20-13:38,exblank-2023-44,1000,2023,1000ml filtered; xn tech:  ; xn date: Aug-15-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Clarke,"Yakimishyn, Jennifer Bohlen, Krista",0-0.5,32.5,13,by_boat,1.25,present,NA,"~10m apart, ~1.0m depth, over eelgrass",had been 48.53.298; 48.53.2891 (4th sample)        125.22.790; 125.22.8031 (4th sample),"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",nextseq-2023,NA,NA
pecoe-0971,Field blank,motu83,40460,Sus scrofa,Pig,PP_C,BC_PP,BC_PP,48.8883,-125.3798333333,Sus,Suidae,Artiodactyla,Mammalia,ASV101,offtarget,Sus scrofa,Pig,offtarget,100,2.05e-85,Eukaryota,Chordata,NA,1,2023-07-19,NA,13:20-13:38,exblank-2023-44,1000,2023,1000ml filtered; xn tech:  ; xn date: Aug-15-2023; xn notes: ; filtration comments: none; tech: Wyth Marshall,Clarke,"Yakimishyn, Jennifer Bohlen, Krista",0-0.5,32.5,13,by_boat,1.25,present,NA,"~10m apart, ~1.0m depth, over eelgrass",had been 48.53.298; 48.53.2891 (4th sample)        125.22.790; 125.22.8031 (4th sample),"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia",nextseq-2023,NA,NA
pecoe-0976,Field blank,motu250,5738,Cyanobacteria,Cyanobacteria,HG_DSD,BC_HG,BC_HGa,54.010167,-132.138033,NA,NA,NA,NA,ASV590,offtarget,Cyanobacteria,Cyanobacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,Cyanobacteriota,NA,1,2023-08-05,12:00:00,14:53:00,exblank-2023-57,950,2023,filtered-950ml; xn tech:  ; xn date: Nov-2-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Delkatla Slough,MHL,0-0.5,NA,NA,NA,0m,present,"fringing bed and small embayment in estuary, dense and continuous","10m apart along fringing eelgrass bed (~5m wide) along channel, and one sample in very small embayment w seagrass","may be a slightly different location from 2020 samples, which were likely from the dock; latlong had been 54deg0.610'N  132deg8.282'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0976,Field blank,motu296,3709,Cyanobacteriota,Bacteria,HG_DSD,BC_HG,BC_HGa,54.010167,-132.138033,NA,NA,NA,NA,ASV753,offtarget,Cyanobacteriota,Bacteria,offtarget,85.827,2.52e-71,Bacteria,Cyanobacteriota,NA,1,2023-08-05,12:00:00,14:53:00,exblank-2023-57,950,2023,filtered-950ml; xn tech:  ; xn date: Nov-2-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Delkatla Slough,MHL,0-0.5,NA,NA,NA,0m,present,"fringing bed and small embayment in estuary, dense and continuous","10m apart along fringing eelgrass bed (~5m wide) along channel, and one sample in very small embayment w seagrass","may be a slightly different location from 2020 samples, which were likely from the dock; latlong had been 54deg0.610'N  132deg8.282'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0976,Field blank,motu2197,12,Unknown bacteria,Bacteria,HG_DSD,BC_HG,BC_HGa,54.010167,-132.138033,NA,NA,NA,NA,ASV4892,offtarget,Unknown bacteria,Bacteria,offtarget,96.047,1.1e-114,Bacteria,NA,NA,1,2023-08-05,12:00:00,14:53:00,exblank-2023-57,950,2023,filtered-950ml; xn tech:  ; xn date: Nov-2-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Delkatla Slough,MHL,0-0.5,NA,NA,NA,0m,present,"fringing bed and small embayment in estuary, dense and continuous","10m apart along fringing eelgrass bed (~5m wide) along channel, and one sample in very small embayment w seagrass","may be a slightly different location from 2020 samples, which were likely from the dock; latlong had been 54deg0.610'N  132deg8.282'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0981,Field blank,motu216,8467,Unknown bacteria,Bacteria,HG_MDD,BC_HG,BC_HGa,54.0093,-132.149633,Brucella,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,ASV473,offtarget,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,NA,1,2023-08-05,12:58:00,17:35:00,exblank-2023-58,700,2023,filtered-700ml; xn tech:  ; xn date: Dec-12-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Masset Downtown Dock,MHL,0-0.5,NA,NA,NA,0m,present,"frinding bed along Masset inlet, high currents, dense, long blades","10m apart along eelgrass large morphology shallow edge (shorter morphology observed in shallows), Masset public dock to the right/North","latlong had been 54deg0.558'N 132deg8.978'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0981,Field blank,motu253,5450,Unknown bacteria,Bacteria,HG_MDD,BC_HG,BC_HGa,54.0093,-132.149633,NA,NA,NA,NA,ASV597,offtarget,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,1,2023-08-05,12:58:00,17:35:00,exblank-2023-58,700,2023,filtered-700ml; xn tech:  ; xn date: Dec-12-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Masset Downtown Dock,MHL,0-0.5,NA,NA,NA,0m,present,"frinding bed along Masset inlet, high currents, dense, long blades","10m apart along eelgrass large morphology shallow edge (shorter morphology observed in shallows), Masset public dock to the right/North","latlong had been 54deg0.558'N 132deg8.978'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0981,Field blank,motu253,5450,Unknown bacteria,Bacteria,HG_MDD,BC_HG,BC_HGa,54.0093,-132.149633,NA,NA,NA,NA,ASV597,offtarget,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,1,2023-08-05,12:58:00,17:35:00,exblank-2023-58,700,2023,filtered-700ml; xn tech:  ; xn date: Dec-12-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Masset Downtown Dock,MHL,0-0.5,NA,NA,NA,0m,present,"frinding bed along Masset inlet, high currents, dense, long blades","10m apart along eelgrass large morphology shallow edge (shorter morphology observed in shallows), Masset public dock to the right/North","latlong had been 54deg0.558'N 132deg8.978'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0981,Field blank,motu296,55,Cyanobacteriota,Bacteria,HG_MDD,BC_HG,BC_HGa,54.0093,-132.149633,NA,NA,NA,NA,ASV753,offtarget,Cyanobacteriota,Bacteria,offtarget,85.827,2.52e-71,Bacteria,Cyanobacteriota,NA,1,2023-08-05,12:58:00,17:35:00,exblank-2023-58,700,2023,filtered-700ml; xn tech:  ; xn date: Dec-12-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Masset Downtown Dock,MHL,0-0.5,NA,NA,NA,0m,present,"frinding bed along Masset inlet, high currents, dense, long blades","10m apart along eelgrass large morphology shallow edge (shorter morphology observed in shallows), Masset public dock to the right/North","latlong had been 54deg0.558'N 132deg8.978'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0981,Field blank,motu1354,179,Unknown bacteria,Bacteria,HG_MDD,BC_HG,BC_HGa,54.0093,-132.149633,NA,NA,NA,NA,ASV3613,offtarget,Unknown bacteria,Bacteria,offtarget,97.959,1.4099999999999996e-118,Bacteria,NA,NA,1,2023-08-05,12:58:00,17:35:00,exblank-2023-58,700,2023,filtered-700ml; xn tech:  ; xn date: Dec-12-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Masset Downtown Dock,MHL,0-0.5,NA,NA,NA,0m,present,"frinding bed along Masset inlet, high currents, dense, long blades","10m apart along eelgrass large morphology shallow edge (shorter morphology observed in shallows), Masset public dock to the right/North","latlong had been 54deg0.558'N 132deg8.978'W, Coordinates updated to decimal degrees - KS 2024 October","Haida Gwaii, British Columbia","Haida Gwaii, British Columbia",nextseq-2023,NA,NA
pecoe-0986,Field blank,motu61,1,No BLAST hit,No BLAST hit,HG_DN,BC_HG,BC_HGb,53.1542666667,-132.4371833333,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2023-08-16,NA,NA,exblank-2023-55,960,2023,; xn tech:  ; xn date: Oct-28-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Deena,"Tayler Brown, Hannah Bregulla",0-0.5,29.29,17.64,by_foot,1.1,present,thick,10m apart consistent depth,"temperature data will be available from loggers, had used decimal minutes: 53 09.256 , 132 26.231, note that salinity/termperature data loggers are located in the channel of the creek with more freshwater input","Haida Gwaii, British Columbia","Haida Nation, British Columbia",nextseq-2023,NA,NA
pecoe-0986,Field blank,motu61,1,No BLAST hit,No BLAST hit,HG_DN,BC_HG,BC_HGb,53.1542666667,-132.4371833333,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2023-08-16,NA,NA,exblank-2023-55,960,2023,; xn tech:  ; xn date: Oct-28-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Deena,"Tayler Brown, Hannah Bregulla",0-0.5,29.29,17.64,by_foot,1.1,present,thick,10m apart consistent depth,"temperature data will be available from loggers, had used decimal minutes: 53 09.256 , 132 26.231, note that salinity/termperature data loggers are located in the channel of the creek with more freshwater input","Haida Gwaii, British Columbia","Haida Nation, British Columbia",nextseq-2023,NA,NA
pecoe-0991,Field blank,motu190,2748,Unknown organism,Unknown organism,HG_TK,BC_HG,BC_HGb,53.15415,-132.1033333333,NA,NA,NA,NA,ASV400,offtarget,Unknown organism,Unknown organism,offtarget,97.222,3.9299999999999985e-119,NA,NA,NA,1,2023-08-17,NA,12:00:00,exblank-2023-56,960,2023,960; xn tech:  ; xn date: Oct-30-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Tarundl-Kagan,"Aidan Schubert, Hannah Bregulla",0-0.5,30.19,17.49,by_foot,0.9,present,"large but not super dense, 10-20cm between single plants","consistent depth, parallel to shore","temperature data will be available from loggers, had used decimal minutes: 53 14.091  132 09.175, note that salinity/termperature data loggers are located in the channel of the creek with more freshwater input","Haida Gwaii, British Columbia","Haida Nation, British Columbia",nextseq-2023,NA,NA
pecoe-0991,Field blank,motu190,2748,Unknown organism,Unknown organism,HG_TK,BC_HG,BC_HGb,53.15415,-132.1033333333,NA,NA,NA,NA,ASV400,offtarget,Unknown organism,Unknown organism,offtarget,97.222,3.9299999999999985e-119,NA,NA,NA,1,2023-08-17,NA,12:00:00,exblank-2023-56,960,2023,960; xn tech:  ; xn date: Oct-30-2023; xn notes: ; filtration comments: none; tech: Silvio Carvalho,Tarundl-Kagan,"Aidan Schubert, Hannah Bregulla",0-0.5,30.19,17.49,by_foot,0.9,present,"large but not super dense, 10-20cm between single plants","consistent depth, parallel to shore","temperature data will be available from loggers, had used decimal minutes: 53 14.091  132 09.175, note that salinity/termperature data loggers are located in the channel of the creek with more freshwater input","Haida Gwaii, British Columbia","Haida Nation, British Columbia",nextseq-2023,NA,NA
exblank-2024-062,Extraction blank,motu1,1,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-062,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-062,Extraction blank,motu1,1,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-062,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-063,Extraction blank,motu1,3,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV291,species,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-063,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-064,Extraction blank,motu1,2,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-064,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-064,Extraction blank,motu1,2,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-064,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-066,Extraction blank,motu1,2,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-066,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-066,Extraction blank,motu1,2,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-066,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-068,Extraction blank,motu3,1,Clupea pallasii,Pacific herring,NA,NA,NA,NA,NA,Clupea,Clupeidae,Clupeiformes,Teleostei,ASV3,species,Clupea pallasii,Pacific herring,species,100,1.6e-86,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-068,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-068,Extraction blank,motu3,1,Clupea pallasii,Pacific herring,NA,NA,NA,NA,NA,Clupea,Clupeidae,Clupeiformes,Teleostei,ASV3,species,Clupea pallasii,Pacific herring,species,100,1.6e-86,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-068,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-071,Extraction blank,motu154,4,Unknown organism,Unknown organism,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASV716,offtarget,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,1,NA,NA,NA,exblank-2024-071,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-072,Extraction blank,motu61,6159,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,exblank-2024-072,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-072,Extraction blank,motu61,6159,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,exblank-2024-072,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-073,Extraction blank,motu1976,41,Unknown organism,Unknown organism,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASV4636,offtarget,Unknown organism,Unknown organism,offtarget,89.062,2.5e-86,NA,NA,NA,1,NA,NA,NA,exblank-2024-073,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-074,Extraction blank,motu1,1,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-074,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-074,Extraction blank,motu1,1,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-074,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-080,Extraction blank,motu1,228132,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-080,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-080,Extraction blank,motu1,228132,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,ASV1,species,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-080,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-080,Extraction blank,motu14,134887,Myoxocephalus,Myoxocephalus sculpin species,NA,NA,NA,NA,NA,Myoxocephalus,Cottidae,Perciformes,Teleostei,ASV14,genus,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-080,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-080,Extraction blank,motu14,134887,Myoxocephalus,Myoxocephalus sculpin species,NA,NA,NA,NA,NA,Myoxocephalus,Cottidae,Perciformes,Teleostei,ASV14,genus,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-080,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-081,Extraction blank,motu60,171290,Liparis greeni,Lobefin snailfish,NA,NA,NA,NA,NA,Liparis,Liparidae,Perciformes,Teleostei,ASV68,species,Liparis greeni,Lobefin snailfish,species,98.824,4.43e-82,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-081,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-081,Extraction blank,motu60,171290,Liparis greeni,Lobefin snailfish,NA,NA,NA,NA,NA,Liparis,Liparidae,Perciformes,Teleostei,ASV68,species,Liparis greeni,Lobefin snailfish,species,98.824,4.43e-82,Eukaryota,Chordata,0,1,NA,NA,NA,exblank-2024-081,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
exblank-2024-081,Extraction blank,motu1490,15,Unknown bacteria,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASV3878,offtarget,Unknown bacteria,Bacteria,offtarget,99.609,2.35e-131,Bacteria,NA,NA,1,NA,NA,NA,exblank-2024-081,NA,2024,; xn tech:  ; xn date:  ; xn notes: ; filtration comments:  ; tech:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negpcr-2024-4
