motu,asv,found_taxa,common_name,rank,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
motu14,ASV2857,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV2938,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV2979,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV2995,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3091,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3140,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3337,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3371,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3400,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3430,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3489,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3511,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3599,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3701,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3713,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3858,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3891,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3897,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3940,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3987,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV4032,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV4140,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV2447,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV2813,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV3874,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu14,ASV4040,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu151,ASV288,Myoxocephalus,Myoxocephalus sculpin species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,1
motu1073,ASV2987,Myoxocephalus,Myoxocephalus sculpin species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1112,ASV3081,Myoxocephalus,Myoxocephalus sculpin species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1168,ASV3230,Myoxocephalus,Myoxocephalus sculpin species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1276,ASV3453,Myoxocephalus,Myoxocephalus sculpin species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1352,ASV3609,Myoxocephalus,Myoxocephalus sculpin species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1367,ASV3633,Myoxocephalus,Myoxocephalus sculpin species,genus,98.81,5.69e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1400,ASV3694,Myoxocephalus,Myoxocephalus sculpin species,genus,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1425,ASV3749,Myoxocephalus,Myoxocephalus sculpin species,genus,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1544,ASV3990,Myoxocephalus,Myoxocephalus sculpin species,genus,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1563,ASV4021,Myoxocephalus,Myoxocephalus sculpin species,genus,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,1
motu282,ASV705,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu587,ASV1652,Myoxocephalus stelleri,Steller's sculpin,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu683,ASV1925,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu833,ASV2350,Myoxocephalus stelleri,Steller's sculpin,species,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu890,ASV2528,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu924,ASV2623,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1097,ASV3048,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1098,ASV3050,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1151,ASV3193,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1151,ASV3655,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1163,ASV3219,Myoxocephalus stelleri,Steller's sculpin,species,99.39,2.05e-80,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1242,ASV3389,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1287,ASV3478,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1305,ASV3521,Myoxocephalus stelleri,Steller's sculpin,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1358,ASV3620,Myoxocephalus stelleri,Steller's sculpin,species,98.81,5.69e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1424,ASV3748,Myoxocephalus stelleri,Steller's sculpin,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1434,ASV3765,Myoxocephalus stelleri,Steller's sculpin,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1516,ASV3928,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1540,ASV3981,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu1748,ASV4297,Myoxocephalus stelleri,Steller's sculpin,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0
motu660,ASV1836,Nautichthys oculofasciatus,Sailfin sculpin,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Hemitripteridae,Nautichthys,0
motu660,ASV2663,Nautichthys oculofasciatus,Sailfin sculpin,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Hemitripteridae,Nautichthys,0
motu1874,ASV4481,Nitrincola,Bacteria,offtarget,98.288,1.2299999999999998e-144,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Nitrincola,NA
motu2007,ASV4674,Nitrobacteraceae,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,NA
motu45,ASV49,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV69,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV584,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV1057,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV1146,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV1312,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV1444,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV1857,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV2139,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV2518,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV2535,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV2605,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV2644,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV2737,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3145,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3406,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3429,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3488,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3508,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3604,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3737,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3948,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV5082,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV1911,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV1946,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu61,ASV3683,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu63,ASV71,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu132,ASV239,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu156,ASV304,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu160,ASV327,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu179,ASV372,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu224,ASV506,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu260,ASV626,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu263,ASV644,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu291,ASV736,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu315,ASV815,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu355,ASV923,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu360,ASV936,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu377,ASV983,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu412,ASV1079,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu412,ASV3601,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu414,ASV1085,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu416,ASV1090,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu425,ASV1122,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu450,ASV1207,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu450,ASV3786,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu459,ASV1241,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu467,ASV1261,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu490,ASV1343,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu493,ASV1356,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu530,ASV1477,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu544,ASV1518,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu544,ASV4219,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu557,ASV1563,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu560,ASV1573,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu577,ASV1622,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu594,ASV1667,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu610,ASV1719,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu638,ASV1789,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu657,ASV1829,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu658,ASV1831,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu661,ASV1837,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu701,ASV1969,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu706,ASV1979,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu729,ASV2043,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu742,ASV2074,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu750,ASV2093,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu754,ASV2097,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu767,ASV2136,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu769,ASV2138,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu780,ASV2179,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu781,ASV2181,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu781,ASV2474,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu806,ASV2266,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu815,ASV2297,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu831,ASV2337,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu837,ASV2363,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu851,ASV2401,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu852,ASV2409,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu871,ASV2463,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu871,ASV3436,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu876,ASV2486,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu881,ASV2499,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu911,ASV2586,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu915,ASV2595,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu923,ASV2622,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu923,ASV4367,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu940,ASV2658,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu942,ASV2661,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu960,ASV2710,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu961,ASV2711,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu988,ASV2789,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu992,ASV2794,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1012,ASV2853,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1019,ASV2870,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1027,ASV2884,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1032,ASV2896,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1052,ASV2932,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1057,ASV2941,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1083,ASV3013,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1090,ASV3030,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1095,ASV3045,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1101,ASV3056,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1102,ASV3057,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1103,ASV3058,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1104,ASV3063,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1110,ASV3077,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1124,ASV3121,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1154,ASV3196,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1158,ASV3205,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1161,ASV3215,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1191,ASV3277,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1199,ASV3297,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1199,ASV3543,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1199,ASV3635,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1199,ASV3926,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1211,ASV3320,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1227,ASV3352,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1230,ASV3357,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1244,ASV3395,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1245,ASV3398,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1251,ASV3409,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1266,ASV3435,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1277,ASV3458,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1280,ASV3464,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1286,ASV3476,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1289,ASV3481,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1292,ASV3493,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1322,ASV3547,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1327,ASV3555,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1336,ASV3570,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1355,ASV3615,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1356,ASV3616,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1366,ASV3631,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1369,ASV3640,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1374,ASV3647,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1377,ASV3651,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1380,ASV3657,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1381,ASV3658,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1388,ASV3670,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1395,ASV3688,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1399,ASV3693,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1408,ASV3712,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1412,ASV3718,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1439,ASV3780,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1441,ASV3784,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1448,ASV3802,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1463,ASV3834,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1475,ASV3854,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1499,ASV3894,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1502,ASV3902,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motu1549,ASV3999,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
