sample_id,year,sequenced,missing,missing_status,lowreads,in_miseq,fish_miseq,treatment,site_code,region_code
pecoe-0556,2022,yes,missing,dropped during merge step,< 5,yes,yes,Field blank,YB_F,OR_YB
pecoe-0557,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_F,OR_YB
pecoe-0558,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_F,OR_YB
pecoe-0559,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_F,OR_YB
pecoe-0560,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_F,OR_YB
pecoe-0561,2022,yes,missing,no fish,< 5,yes,yes,Field blank,YB_SBN,OR_YB
pecoe-0562,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBN,OR_YB
pecoe-0563,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBN,OR_YB
pecoe-0564,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBN,OR_YB
pecoe-0565,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBN,OR_YB
pecoe-0566,2022,yes,missing,no fish,< 5,yes,yes,Field blank,YB_SBS,OR_YB
pecoe-0567,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBS,OR_YB
pecoe-0568,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBS,OR_YB
pecoe-0569,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBS,OR_YB
pecoe-0570,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_SBS,OR_YB
pecoe-0571,2022,yes,missing,NA,NA,yes,yes,Field blank,YB_IF,OR_YB
pecoe-0572,2022,yes,missing,no fish,NA,yes,yes,Sample,YB_IF,OR_YB
pecoe-0573,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_IF,OR_YB
pecoe-0574,2022,yes,in dataset,NA,no,yes,yes,Sample,YB_IF,OR_YB
pecoe-0575,2022,yes,missing,no fish,NA,yes,yes,Sample,YB_IF,OR_YB
pecoe-0581,2022,yes,missing,NA,NA,no,no,Field blank,PS_SH,WA_PSa
pecoe-0582,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_SH,WA_PSa
pecoe-0583,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_SH,WA_PSa
pecoe-0584,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_SH,WA_PSa
pecoe-0585,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_SH,WA_PSa
pecoe-0586,2022,yes,in dataset,NA,< 50,yes,yes,Field blank,PS_SP,WA_PSa
pecoe-0587,2022,yes,missing,no fish,< 5,yes,yes,Sample,PS_SP,WA_PSa
pecoe-0588,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_SP,WA_PSa
pecoe-0589,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_SP,WA_PSa
pecoe-0590,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_SP,WA_PSa
pecoe-0591,2022,yes,missing,dropped during sequencing,NA,no,no,Field blank,PS_BV,WA_PSa
pecoe-0592,2022,yes,missing,no fish,< 25,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0593,2022,yes,missing,no fish,< 50,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0594,2022,yes,missing,dropped during merge step,< 5,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0595,2022,yes,missing,no fish,< 50,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0596,2022,yes,missing,no fish,< 5,yes,no,Field blank,PS_YB,WA_PSa
pecoe-0597,2022,yes,missing,no fish,NA,yes,yes,Sample,PS_YB,WA_PSa
pecoe-0598,2022,yes,missing,no fish,NA,yes,yes,Sample,PS_YB,WA_PSa
pecoe-0599,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_YB,WA_PSa
pecoe-0600,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,PS_YB,WA_PSa
pecoe-0601,2022,yes,missing,dropped during sequencing,NA,no,no,Field blank,PS_BP,WA_PSa
pecoe-0602,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_BP,WA_PSa
pecoe-0603,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_BP,WA_PSa
pecoe-0604,2022,yes,in dataset,NA,no,no,no,Sample,PS_BP,WA_PSa
pecoe-0605,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_BP,WA_PSa
pecoe-0616,2022,yes,in dataset,NA,no,yes,yes,Field blank,MB_CB,CA_MB
pecoe-0617,2022,yes,in dataset,NA,NA,yes,yes,Sample,MB_CB,CA_MB
pecoe-0618,2022,yes,in dataset,NA,no,yes,yes,Sample,MB_CB,CA_MB
pecoe-0619,2022,yes,in dataset,NA,no,yes,yes,Sample,MB_CB,CA_MB
pecoe-0620,2022,yes,in dataset,NA,no,yes,yes,Sample,MB_CB,CA_MB
pecoe-0621,2022,yes,missing,dropped during merge step,< 5,yes,yes,Field blank,MB_TP,CA_MB
pecoe-0622,2022,yes,in dataset,NA,no,yes,yes,Sample,MB_TP,CA_MB
pecoe-0623,2022,yes,missing,dropped during merge step,< 5,yes,yes,Sample,MB_TP,CA_MB
pecoe-0624,2022,yes,missing,no fish,< 25,yes,yes,Sample,MB_TP,CA_MB
pecoe-0625,2022,yes,in dataset,NA,no,yes,yes,Sample,MB_TP,CA_MB
pecoe-0631,2022,yes,in dataset,NA,no,yes,yes,Field blank,SD_SI,CA_SD
pecoe-0632,2022,yes,missing,NA,NA,yes,yes,Sample,SD_SI,CA_SD
pecoe-0633,2022,yes,in dataset,NA,no,yes,yes,Sample,SD_SI,CA_SD
pecoe-0634,2022,yes,missing,no fish,NA,yes,yes,Sample,SD_SI,CA_SD
pecoe-0635,2022,yes,in dataset,NA,no,yes,yes,Sample,SD_SI,CA_SD
pecoe-0636,2022,yes,in dataset,NA,no,yes,yes,Field blank,SD_CV,CA_SD
pecoe-0637,2022,yes,missing,no fish,< 5,yes,yes,Sample,SD_CV,CA_SD
pecoe-0638,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,SD_CV,CA_SD
pecoe-0639,2022,yes,missing,NA,NA,yes,yes,Sample,SD_CV,CA_SD
pecoe-0640,2022,yes,in dataset,NA,< 100,yes,yes,Sample,SD_CV,CA_SD
pecoe-0641,2022,yes,missing,NA,NA,yes,no,Field blank,SD_FI,CA_SD
pecoe-0642,2022,yes,in dataset,NA,no,yes,yes,Sample,SD_FI,CA_SD
pecoe-0643,2022,yes,in dataset,NA,no,yes,yes,Sample,SD_FI,CA_SD
pecoe-0644,2022,yes,missing,dropped during sequencing,NA,no,no,Sample,SD_FI,CA_SD
pecoe-0645,2022,yes,missing,no fish,< 5,yes,yes,Sample,SD_FI,CA_SD
pecoe-0646,2022,yes,in dataset,NA,no,yes,yes,Sample,SD_KF,CA_SD
pecoe-0647,2022,yes,in dataset,NA,< 5,no,no,Sample,SD_KF,CA_SD
pecoe-0648,2022,yes,missing,no fish,< 100,yes,yes,Sample,SD_KF,CA_SD
pecoe-0649,2022,yes,missing,dropped during sequencing,NA,no,no,Field blank,SD_KF,CA_SD
pecoe-0650,2022,yes,in dataset,NA,NA,yes,yes,Sample,SD_KF,CA_SD
pecoe-0651,2022,yes,missing,no fish,< 25,yes,yes,Field blank,SD_SDL,CA_SD
pecoe-0652,2022,yes,missing,NA,NA,yes,yes,Sample,SD_SDL,CA_SD
pecoe-0653,2022,yes,in dataset,NA,no,yes,yes,Sample,SD_SDL,CA_SD
pecoe-0654,2022,yes,in dataset,NA,no,yes,yes,Sample,SD_SDL,CA_SD
pecoe-0655,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,SD_SDL,CA_SD
pecoe-0681,2022,yes,in dataset,NA,no,yes,yes,Field blank,WB_WR,WA_WB
pecoe-0682,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_WR,WA_WB
pecoe-0683,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_WR,WA_WB
pecoe-0684,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_WR,WA_WB
pecoe-0685,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_WR,WA_WB
pecoe-0686,2022,yes,in dataset,NA,no,yes,yes,Field blank,WB_BC,WA_WB
pecoe-0687,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_BC,WA_WB
pecoe-0688,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_BC,WA_WB
pecoe-0689,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_BC,WA_WB
pecoe-0690,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_BC,WA_WB
pecoe-0691,2022,yes,missing,no fish,< 50,yes,yes,Field blank,WB_PA,WA_WB
pecoe-0692,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0693,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0694,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0695,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0696,2022,yes,missing,NA,NA,no,no,Field blank,WB_BC,WA_WB
pecoe-0697,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_BC,WA_WB
pecoe-0698,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_BC,WA_WB
pecoe-0699,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,WB_BC,WA_WB
pecoe-0700,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_BC,WA_WB
pecoe-0701,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,WB_DP,WA_WB
pecoe-0702,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_DP,WA_WB
pecoe-0703,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_DP,WA_WB
pecoe-0704,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_DP,WA_WB
pecoe-0705,2022,yes,in dataset,NA,no,yes,yes,Sample,WB_DP,WA_WB
pecoe-0706,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_CHP,BC_CC
pecoe-0707,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_CHP,BC_CC
pecoe-0708,2022,yes,missing,NA,NA,yes,yes,Sample,CC_CHP,BC_CC
pecoe-0709,2022,yes,missing,no fish,< 25,no,no,Sample,CC_CHP,BC_CC
pecoe-0710,2022,yes,missing,NA,NA,yes,yes,Field blank,CC_CHP,BC_CC
pecoe-0711,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0712,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0713,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0714,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0715,2022,yes,in dataset,NA,no,yes,yes,Field blank,CC_PBA,BC_CC
pecoe-0716,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0717,2022,yes,missing,no fish,< 100,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0718,2022,yes,missing,no fish,< 50,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0719,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0720,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,CC_KIS2,BC_CC
pecoe-0721,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0722,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0723,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0724,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0725,2022,yes,missing,no fish,< 25,yes,yes,Field blank,CC_GOG1,BC_CC
pecoe-0726,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0727,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0728,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0729,2022,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0730,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,CC_FAN3,BC_CC
pecoe-0731,2022,yes,missing,no fish,< 25,yes,yes,Field blank,HG_LIE,BC_HGa
pecoe-0732,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_LIE,BC_HGa
pecoe-0733,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_LIE,BC_HGa
pecoe-0734,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_LIE,BC_HGa
pecoe-0735,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_LIE,BC_HGa
pecoe-0736,2022,yes,missing,NA,NA,yes,yes,Field blank,HG_ROI,BC_HGa
pecoe-0737,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_ROI,BC_HGa
pecoe-0738,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_ROI,BC_HGa
pecoe-0739,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_ROI,BC_HGa
pecoe-0740,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_ROI,BC_HGa
pecoe-0741,2022,yes,missing,no fish,< 5,yes,yes,Field blank,HG_BH,BC_HGa
pecoe-0742,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_BH,BC_HGa
pecoe-0743,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_BH,BC_HGa
pecoe-0744,2022,yes,missing,no fish,< 100,yes,yes,Sample,HG_BH,BC_HGa
pecoe-0745,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_BH,BC_HGa
pecoe-0746,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,HG_SB,BC_HGa
pecoe-0747,2022,yes,missing,no fish,< 25,yes,yes,Sample,HG_SB,BC_HGa
pecoe-0748,2022,yes,missing,NA,NA,yes,yes,Sample,HG_SB,BC_HGa
pecoe-0749,2022,yes,missing,NA,NA,yes,yes,Sample,HG_SB,BC_HGa
pecoe-0750,2022,yes,missing,no fish,NA,yes,yes,Sample,HG_SB,BC_HGa
pecoe-0751,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,HG_RI,BC_HGa
pecoe-0752,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_RI,BC_HGa
pecoe-0753,2022,yes,in dataset,NA,NA,yes,yes,Sample,HG_RI,BC_HGa
pecoe-0754,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_RI,BC_HGa
pecoe-0755,2022,yes,in dataset,NA,no,yes,yes,Sample,HG_RI,BC_HGa
pecoe-0756,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,NC_RB,CA_NCb
pecoe-0757,2022,yes,in dataset,NA,no,yes,yes,Sample,NC_RB,CA_NCb
pecoe-0758,2022,yes,in dataset,NA,< 5,yes,yes,Sample,NC_RB,CA_NCb
pecoe-0759,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,NC_RB,CA_NCb
pecoe-0760,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,NC_RB,CA_NCb
pecoe-0761,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,NC_PM,CA_NCb
pecoe-0762,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,NC_PM,CA_NCb
pecoe-0763,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,NC_PM,CA_NCb
pecoe-0764,2022,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-0765,2022,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-0766,2022,yes,missing,dropped during sequencing,NA,no,no,Field blank,NC_PS,CA_NCb
pecoe-0767,2022,yes,in dataset,NA,no,no,no,Sample,NC_PS,CA_NCb
pecoe-0768,2022,yes,in dataset,NA,no,yes,no,Sample,NC_PS,CA_NCb
pecoe-0769,2022,yes,missing,no fish,< 5,yes,no,Sample,NC_PS,CA_NCb
pecoe-0770,2022,yes,in dataset,NA,no,yes,yes,Sample,NC_PS,CA_NCb
pecoe-0781,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0782,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,NV_BI,BC_NV
pecoe-0783,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0784,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0785,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0786,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KI,BC_NV
pecoe-0787,2022,yes,missing,no fish,no,yes,yes,Field blank,NV_KI,BC_NV
pecoe-0788,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KI,BC_NV
pecoe-0789,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KI,BC_NV
pecoe-0790,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KI,BC_NV
pecoe-0791,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0792,2022,yes,missing,no fish,< 25,yes,yes,Field blank,NV_KC,BC_NV
pecoe-0793,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0794,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0795,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0796,2022,yes,missing,no fish,NA,yes,yes,Field blank,NV_PC,BC_NV
pecoe-0797,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_PC,BC_NV
pecoe-0798,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_PC,BC_NV
pecoe-0799,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_PC,BC_NV
pecoe-0800,2022,yes,in dataset,NA,no,yes,yes,Sample,NV_PC,BC_NV
pecoe-0806,2022,yes,missing,no fish,NA,yes,no,Field blank,LA_JD,CA_LA
pecoe-0807,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_JD,CA_LA
pecoe-0808,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_JD,CA_LA
pecoe-0809,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_JD,CA_LA
pecoe-0810,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_JD,CA_LA
pecoe-0811,2022,yes,missing,no fish,NA,no,no,Field blank,LA_MS,CA_LA
pecoe-0812,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_MS,CA_LA
pecoe-0813,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_MS,CA_LA
pecoe-0814,2022,yes,missing,NA,NA,yes,yes,Sample,LA_MS,CA_LA
pecoe-0815,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_MS,CA_LA
pecoe-0816,2022,yes,missing,NA,NA,yes,no,Field blank,LA_AB,CA_LA
pecoe-0817,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_AB,CA_LA
pecoe-0818,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_AB,CA_LA
pecoe-0819,2022,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-0820,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_AB,CA_LA
pecoe-0821,2022,yes,missing,no fish,< 5,no,no,Field blank,LA_UN,CA_LA
pecoe-0822,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_UN,CA_LA
pecoe-0823,2022,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-0824,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,LA_UN,CA_LA
pecoe-0825,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_UN,CA_LA
pecoe-0826,2022,yes,missing,no fish,< 25,no,no,Field blank,LA_LN,CA_LA
pecoe-0827,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_LN,CA_LA
pecoe-0828,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_LN,CA_LA
pecoe-0829,2022,yes,in dataset,NA,no,yes,no,Sample,LA_LN,CA_LA
pecoe-0830,2022,yes,in dataset,NA,no,yes,yes,Sample,LA_LN,CA_LA
pecoe-0831,2022,yes,missing,NA,NA,yes,yes,Sample,IC_GOW,BC_IC
pecoe-0832,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_GOW,BC_IC
pecoe-0833,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_GOW,BC_IC
pecoe-0834,2022,yes,missing,NA,NA,no,no,Field blank,IC_GOW,BC_IC
pecoe-0835,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_GOW,BC_IC
pecoe-0836,2022,yes,in dataset,NA,no,yes,no,Sample,IC_SHS,BC_IC
pecoe-0837,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_SHS,BC_IC
pecoe-0838,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_SHS,BC_IC
pecoe-0839,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_SHS,BC_IC
pecoe-0840,2022,yes,missing,no fish,< 5,no,no,Field blank,IC_SHS,BC_IC
pecoe-0841,2022,yes,missing,no fish,< 25,yes,yes,Field blank,IC_SMB,BC_IC
pecoe-0842,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0843,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0844,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0845,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0846,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0847,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0848,2022,yes,in dataset,NA,no,yes,yes,Field blank,IC_MAB,BC_IC
pecoe-0849,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0850,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0851,2022,yes,in dataset,NA,no,yes,yes,Field blank,IC_OPB,BC_IC
pecoe-0852,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0853,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0854,2022,yes,in dataset,NA,NA,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0855,2022,yes,in dataset,NA,no,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0856,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,NC_NC,CA_NCa
pecoe-0857,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,NC_NC,CA_NCa
pecoe-0858,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,NC_NC,CA_NCa
pecoe-0859,2022,yes,in dataset,NA,< 25,yes,yes,Sample,NC_NC,CA_NCa
pecoe-0860,2022,yes,in dataset,NA,no,yes,yes,Sample,NC_NC,CA_NCa
pecoe-0861,2022,yes,in dataset,NA,no,yes,yes,Sample,NC_NC,CA_NCa
pecoe-0862,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,NC_NC,CA_NCa
pecoe-0863,2022,yes,missing,NA,NA,yes,no,Sample,NC_NC,CA_NCa
pecoe-0864,2022,yes,missing,dropped during sequencing,NA,yes,no,Sample,NC_NC,CA_NCa
pecoe-0865,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,NC_WP,CA_NCa
pecoe-0866,2022,yes,missing,dropped during merge step,< 5,no,no,Sample,NC_WP,CA_NCa
pecoe-0867,2022,yes,in dataset,NA,NA,yes,yes,Sample,NC_WP,CA_NCa
pecoe-0868,2022,yes,missing,NA,NA,yes,yes,Sample,NC_WP,CA_NCa
pecoe-0869,2022,yes,in dataset,NA,no,yes,yes,Sample,NC_WP,CA_NCa
pecoe-0876,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,PS_FB,WA_PSb
pecoe-0877,2023,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-0878,2023,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-0879,2023,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-0880,2023,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-0881,2023,yes,missing,no fish,< 5,no,no,Field blank,PS_IC,WA_PSb
pecoe-0882,2023,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-0883,2023,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-0884,2023,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-0885,2023,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-0886,2023,yes,missing,no fish,< 25,no,no,Field blank,PS_NC,WA_PSb
pecoe-0887,2023,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-0888,2023,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-0889,2023,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-0890,2023,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-0891,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,PS_FJ,WA_PSb
pecoe-0892,2023,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-0893,2023,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-0894,2023,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-0895,2023,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-0901,2023,yes,missing,no fish,NA,no,no,Sample,HG_ROI,BC_HGa
pecoe-0902,2023,yes,in dataset,NA,no,no,no,Sample,HG_ROI,BC_HGa
pecoe-0903,2023,yes,in dataset,NA,no,no,no,Sample,HG_ROI,BC_HGa
pecoe-0904,2023,yes,in dataset,NA,no,no,no,Sample,HG_ROI,BC_HGa
pecoe-0905,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,HG_ROI,BC_HGa
pecoe-0906,2023,yes,missing,no fish,NA,no,no,Field blank,HG_SB,BC_HGa
pecoe-0907,2023,yes,missing,no fish,no,no,no,Sample,HG_SB,BC_HGa
pecoe-0908,2023,yes,in dataset,NA,no,no,no,Sample,HG_SB,BC_HGa
pecoe-0909,2023,yes,in dataset,NA,no,no,no,Sample,HG_SB,BC_HGa
pecoe-0910,2023,yes,in dataset,NA,no,no,no,Sample,HG_SB,BC_HGa
pecoe-0911,2023,yes,in dataset,NA,no,no,no,Field blank,HG_BH,BC_HGa
pecoe-0912,2023,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
pecoe-0913,2023,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
pecoe-0914,2023,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
pecoe-0915,2023,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
pecoe-0916,2023,yes,missing,no fish,NA,no,no,Field blank,HG_RI,BC_HGa
pecoe-0917,2023,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-0918,2023,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-0919,2023,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-0920,2023,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-0926,2023,yes,missing,no fish,< 25,no,no,Field blank,PS_BV,WA_PSa
