sample_name,motu,reads_adjust_sample,motu_pa,found_taxa_motu,common_name_motu,rank_motu,location,macroveg_group,macroveg_community,pcr_rep,reads_raw_sample,asv,raw_reads,sample_id,site,date,year,depth,spatial_rep,geo_location_name,experiment,temperature_c_surface,salinity_ppt_surface,p_h_surface,temperature_c_bottom,salinity_ppt_bottom,p_h_bottom,bottom_depth_m,lat,long,substrate,freshwater_input,beach_length,exposure,seed_asv,ctrl_mean,reads_adjust,found_taxa_asv,common_name_asv,rank_asv,kingdom,phylum,class,order,family,genus,freshwater_only
edna0062,motu3,5821,1,Ammodytes personatus,Pacific sandlance,species,gog1,seagrass,zostera,rep3,5823,ASV3,1546,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV3,0,1546,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0062,motu4,2769,1,Sebastes,Rockfish species,genus,gog1,seagrass,zostera,rep3,2769,ASV4,1756,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV4,0,1756,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0062,motu6,12645,1,Hexagrammos decagrammus,Kelp greenling,species,gog1,seagrass,zostera,rep3,12712,ASV6,5213,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV6,0,5213,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0062,motu7,1944,1,Leptocottus armatus,Pacific staghorn sculpin,species,gog1,seagrass,zostera,rep3,1944,ASV7,430,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV7,0,430,Leptocottus armatus,Pacific staghorn sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0
edna0062,motu8,3706,1,Pleuronectidae,Flatfish family,family,gog1,seagrass,zostera,rep3,3840,ASV8,464,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV8,0,464,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0062,motu8,3706,1,Pleuronectidae,Flatfish family,family,gog1,seagrass,zostera,rep3,3840,ASV10,316,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV8,0,316,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0062,motu10,1602,1,Anoplarchus,Cockscomb species,genus,gog1,seagrass,zostera,rep3,1602,ASV11,922,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV11,0,922,Anoplarchus,Cockscomb species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
edna0062,motu12,3066,1,Artedius lateralis,Smoothhead sculpin,species,gog1,seagrass,zostera,rep3,3066,ASV13,165,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV13,0,165,Artedius lateralis,Smoothhead sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0062,motu13,3942,1,Pholis laeta,Crescent gunnel,species,gog1,seagrass,zostera,rep3,4203,ASV14,2146,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV14,0,2146,Pholis laeta,Crescent gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0
edna0062,motu15,4981,1,Sebastes,Rockfish species,genus,gog1,seagrass,zostera,rep3,4981,ASV16,3391,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV16,0,3391,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0062,motu16,4705,1,Apodichthys flavidus,Penpoint gunnel,species,gog1,seagrass,zostera,rep3,4705,ASV17,3143,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV17,0,3143,Apodichthys flavidus,Penpoint gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
edna0062,motu25,906,1,Hemilepidotus hemilepidotus,Red Irish lord,species,gog1,seagrass,zostera,rep3,906,ASV27,906,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV27,0,906,Hemilepidotus hemilepidotus,Red Irish lord,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
edna0062,motu26,686,1,Embiotoca lateralis,Striped seaperch,species,gog1,seagrass,zostera,rep3,686,ASV29,686,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV29,0,686,Embiotoca lateralis,Striped seaperch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,0
edna0062,motu32,133,1,Gobiesox maeandricus,Northern clingfish,species,gog1,seagrass,zostera,rep3,133,ASV36,114,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV36,0,114,Gobiesox maeandricus,Northern clingfish,species,Animalia,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0
edna0062,motu33,914,1,Oligocottus maculosus,Tidepool sculpin,species,gog1,seagrass,zostera,rep3,914,ASV37,394,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV37,0,394,Oligocottus maculosus,Tidepool sculpin,species,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Oligocottus,0
edna0062,motu35,2379,1,Aulorhynchus flavidus,Tube-snout,species,gog1,seagrass,zostera,rep3,2379,ASV39,2353,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV39,0,2353,Aulorhynchus flavidus,Tube-snout,species,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
edna0062,motu37,435,1,Liparis florae,Tidepool snailfish,species,gog1,seagrass,zostera,rep3,435,ASV42,435,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV42,0,435,Liparis florae,Tidepool snailfish,species,Eukaryota,Chordata,Teleostei,Perciformes,Liparidae,Liparis,0
edna0062,motu38,1558,1,Brachyistius frenatus,Kelp perch,species,gog1,seagrass,zostera,rep3,1558,ASV43,1558,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV43,0,1558,Brachyistius frenatus,Kelp perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
edna0062,motu40,4763,1,Ascelichthys rhodorus,Rosylip sculpin,species,gog1,seagrass,zostera,rep3,5000,ASV45,4202,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV45,0,4202,Ascelichthys rhodorus,Rosylip sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
edna0062,motu41,447,1,Synchirus gilli,Manacled sculpin,species,gog1,seagrass,zostera,rep3,447,ASV46,447,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV46,0,447,Synchirus gilli,Manacled sculpin,species,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Synchirus,0
edna0062,motu54,77,1,Artedius lateralis,Smoothhead sculpin,species,gog1,seagrass,zostera,rep3,77,ASV63,77,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV63,0,77,Artedius lateralis,Smoothhead sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0062,motu62,1319,1,Rimicola muscarum,Kelp clingfish,species,gog1,seagrass,zostera,rep3,1319,ASV75,406,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV75,0,406,Rimicola muscarum,Kelp clingfish,species,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Rimicola,0
edna0062,motu68,2495,1,Blepsias cirrhosus,Silverspotted sculpin,species,gog1,seagrass,zostera,rep3,2495,ASV85,2180,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV85,0,2180,Blepsias cirrhosus,Silverspotted sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Hemitripteridae,Blepsias,0
edna0062,motu74,984,1,Apodichthys flavidus,Penpoint gunnel,species,gog1,seagrass,zostera,rep3,984,ASV96,984,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV96,0,984,Apodichthys flavidus,Penpoint gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
edna0062,motu2,26629,1,Cymatogaster aggregata,Shiner perch,species,gog1,seagrass,zostera,rep3,27476,ASV402,358,edna0062-rep3,2018_gog1_surface,2018-07-15,2018,surface,2,edna_gog1_15,surface,13.5,31.49,8.06,13.4,31.39,8.08,2,51.92402533,-128.4691053,mud,n,200,se,ASV2,0,358,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0063,motu1,1234,1,Clupea pallasii,Pacific herring,species,gog1,seagrass,zostera,rep1,1807,ASV1,573,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV1,1030,0,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0063,motu2,18002,1,Cymatogaster aggregata,Shiner perch,species,gog1,seagrass,zostera,rep1,18849,ASV2,2677,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV2,847,1830,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0063,motu3,3543,1,Ammodytes personatus,Pacific sandlance,species,gog1,seagrass,zostera,rep1,3545,ASV3,735,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV3,0,735,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0063,motu6,4419,1,Hexagrammos decagrammus,Kelp greenling,species,gog1,seagrass,zostera,rep1,4486,ASV6,1235,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV6,67,1168,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0063,motu7,1117,1,Leptocottus armatus,Pacific staghorn sculpin,species,gog1,seagrass,zostera,rep1,1572,ASV7,737,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV7,455,282,Leptocottus armatus,Pacific staghorn sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0
edna0063,motu8,2562,1,Pleuronectidae,Flatfish family,family,gog1,seagrass,zostera,rep1,2696,ASV8,1102,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV8,134,968,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0063,motu10,3148,1,Anoplarchus,Cockscomb species,genus,gog1,seagrass,zostera,rep1,3148,ASV11,1207,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV11,0,1207,Anoplarchus,Cockscomb species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
edna0063,motu13,442,1,Pholis laeta,Crescent gunnel,species,gog1,seagrass,zostera,rep1,1072,ASV14,1072,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV14,630,442,Pholis laeta,Crescent gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0
edna0063,motu14,1788,1,Oncorhynchus tshawytscha,Chinook salmon,species,gog1,seagrass,zostera,rep1,1788,ASV15,124,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV15,0,124,Oncorhynchus tshawytscha,Chinook salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0063,motu15,3625,1,Sebastes,Rockfish species,genus,gog1,seagrass,zostera,rep1,3625,ASV16,318,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV16,0,318,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0063,motu16,749,1,Apodichthys flavidus,Penpoint gunnel,species,gog1,seagrass,zostera,rep1,977,ASV17,228,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV17,382,0,Apodichthys flavidus,Penpoint gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
edna0063,motu17,484,1,Hexagrammos,Greenling species,genus,gog1,seagrass,zostera,rep1,484,ASV19,357,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV19,0,357,Hexagrammos,Greenling species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0063,motu18,1700,1,Xiphister,Prickleback species,genus,gog1,seagrass,zostera,rep1,1830,ASV20,130,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV20,667,0,Xiphister,Prickleback species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0
edna0063,motu19,1144,1,Citharichthys stigmaeus,Speckled sanddab,species,gog1,seagrass,zostera,rep1,1148,ASV21,692,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV21,0,692,Citharichthys stigmaeus,Speckled sanddab,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
edna0063,motu23,1015,1,Scorpaenichthys marmoratus,Cabezon,species,gog1,seagrass,zostera,rep1,1015,ASV25,374,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV25,0,374,Scorpaenichthys marmoratus,Cabezon,species,Eukaryota,Chordata,Teleostei,Perciformes,Jordaniidae,Scorpaenichthys,0
edna0063,motu33,648,1,Oligocottus maculosus,Tidepool sculpin,species,gog1,seagrass,zostera,rep1,648,ASV37,189,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV37,0,189,Oligocottus maculosus,Tidepool sculpin,species,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Oligocottus,0
edna0063,motu35,1842,1,Aulorhynchus flavidus,Tube-snout,species,gog1,seagrass,zostera,rep1,1842,ASV39,327,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV39,0,327,Aulorhynchus flavidus,Tube-snout,species,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
edna0063,motu39,218,1,Jordania zonope,Longfin sculpin,species,gog1,seagrass,zostera,rep1,218,ASV44,218,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV44,0,218,Jordania zonope,Longfin sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Jordaniidae,Jordania,0
edna0063,motu40,1615,1,Ascelichthys rhodorus,Rosylip sculpin,species,gog1,seagrass,zostera,rep1,1852,ASV45,443,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV45,237,206,Ascelichthys rhodorus,Rosylip sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
edna0063,motu47,315,1,Microstomus pacificus,Pacific Dover sole,species,gog1,seagrass,zostera,rep1,671,ASV53,671,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV53,356,315,Microstomus pacificus,Pacific Dover sole,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,0
edna0063,motu48,262,1,Liparis mucosus,Slimy snailfish,species,gog1,seagrass,zostera,rep1,262,ASV54,262,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV54,0,262,Liparis mucosus,Slimy snailfish,species,Eukaryota,Chordata,Teleostei,Perciformes,Liparidae,Liparis,0
edna0063,motu52,664,1,Gibbonsia montereyensis,Crevice kelpfish,species,gog1,seagrass,zostera,rep1,664,ASV61,178,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV61,0,178,Gibbonsia montereyensis,Crevice kelpfish,species,Animalia,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0
edna0063,motu57,704,1,Syngnathus californiensis,Bay pipefish,species,gog1,seagrass,zostera,rep1,704,ASV67,329,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV67,0,329,Syngnathus californiensis,Bay pipefish,species,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
edna0063,motu60,271,1,Icosteus aenigmaticus,Ragfish,species,gog1,seagrass,zostera,rep1,271,ASV71,271,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV71,0,271,Icosteus aenigmaticus,Ragfish,species,Eukaryota,Chordata,Teleostei,Scombriformes,Icosteidae,Icosteus,0
edna0063,motu69,237,1,Pholis ornata,Saddleback gunnel,species,gog1,seagrass,zostera,rep1,237,ASV86,237,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV86,0,237,Pholis ornata,Saddleback gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0
edna0063,motu74,264,1,Apodichthys flavidus,Penpoint gunnel,species,gog1,seagrass,zostera,rep1,264,ASV96,264,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV96,0,264,Apodichthys flavidus,Penpoint gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
edna0063,motu2,18002,1,Cymatogaster aggregata,Shiner perch,species,gog1,seagrass,zostera,rep1,18849,ASV328,456,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV2,0,456,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0063,motu142,418,1,Pholis laeta,Crescent gunnel,species,gog1,seagrass,zostera,rep1,418,ASV356,418,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV356,0,418,Pholis laeta,Crescent gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0
edna0063,motu163,287,1,Gasterosteus aculeatus,Three-spined stickleback,species,gog1,seagrass,zostera,rep1,287,ASV461,287,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV461,0,287,Gasterosteus aculeatus,Three-spined stickleback,species,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
edna0063,motu17,484,1,Hexagrammos,Greenling species,genus,gog1,seagrass,zostera,rep1,484,ASV674,127,edna0063-rep1,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV19,0,127,Hexagrammos,Greenling species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0063,motu1,1234,1,Clupea pallasii,Pacific herring,species,gog1,seagrass,zostera,rep2,1807,ASV1,551,edna0063-rep2,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV1,0,551,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0063,motu2,18002,1,Cymatogaster aggregata,Shiner perch,species,gog1,seagrass,zostera,rep2,18849,ASV2,8586,edna0063-rep2,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV2,0,8586,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0063,motu3,3543,1,Ammodytes personatus,Pacific sandlance,species,gog1,seagrass,zostera,rep2,3545,ASV3,230,edna0063-rep2,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV3,2,228,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0063,motu6,4419,1,Hexagrammos decagrammus,Kelp greenling,species,gog1,seagrass,zostera,rep2,4486,ASV6,2560,edna0063-rep2,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV6,0,2560,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0063,motu10,3148,1,Anoplarchus,Cockscomb species,genus,gog1,seagrass,zostera,rep2,3148,ASV11,1793,edna0063-rep2,2018_gog1_surface,2018-07-15,2018,surface,3,edna_gog1_30,surface,13.4,31.41,8.06,13.3,31.39,8.07,2,51.92409382,-128.4690359,mud,n,200,se,ASV11,0,1793,Anoplarchus,Cockscomb species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
