"","found_taxa","hakai_all","mifishlist","ednaasv","npfish"
"5537","Lophiosilurus alexandri",0,1,0,0
"5538","Lophius americanus",0,1,0,0
"5539","Lophius budegassa",0,1,0,0
"5540","Lophius litulon",0,1,0,0
"5541","Lophius piscatorius",0,1,0,0
"5542","Lophius vomerinus",0,1,0,0
"5543","Lophocampus brevidorsalis",0,1,0,0
"5544","Lophodolos acanthognathus",0,1,0,0
"5545","Lophogobius cristulatus",0,1,0,0
"5546","Lophogobius cyprinoides",0,1,0,0
"5547","Lopholatilus chamaeleonticeps",0,1,0,0
"5548","Lopholiparis flerxi",0,1,0,0
"5549","Lophotus capellei",0,1,0,0
"5550","Lophotus lacepede",0,1,0,0
"5551","Loricaria apeltogaster",0,1,0,0
"5552","Loricaria cataphracta",0,1,0,0
"5553","Loricaria clavipinna",0,1,0,0
"5554","Loricaria lata",0,1,0,0
"5555","Loricaria nickeriensis",0,1,0,0
"5556","Loricaria parnahybae",0,1,0,0
"5557","Loricaria simillima",0,1,0,0
"5558","Loricaria tucumanensis",0,1,0,0
"5559","Loricariichthys anus",0,1,0,0
"5560","Loricariichthys brunneus",0,1,0,0
"5561","Loricariichthys castaneus",0,1,0,0
"5562","Loricariichthys derbyi",0,1,0,0
"5563","Loricariichthys labialis",0,1,0,0
"5564","Loricariichthys maculatus",0,1,0,0
"5565","Loricariichthys melanocheilus",0,1,0,0
"5566","Loricariichthys microdon",0,1,0,0
"5567","Loricariichthys platymetopon",0,1,0,0
"5568","Loricariichthys rostratus",0,1,0,0
"5569","Loricariichthys ucayalensis",0,1,0,0
"5570","Lota lota",0,1,0,0
"5571","Lotella phycis",0,1,0,0
"5572","Lovettia sealii",0,1,0,0
"5573","Loweina rara",0,1,0,1
"5574","Loweina terminata",0,1,0,0
"5575","Loxodon macrorhinus",0,1,0,0
"5576","Lubricogobius dinah",0,1,0,0
"5577","Lucania goodei",0,1,0,0
"5578","Lucania parva",0,1,0,0
"5579","Lucigadus nigromaculatus",0,1,0,0
"5580","Lucigadus nigromarginatus",0,1,0,0
"5581","Luciobarbus bocagei",0,1,0,0
"5582","Luciobarbus longiceps",0,1,0,0
"5583","Luciobrotula bartschi",0,1,0,0
"5584","Luciobrotula polylepis",0,1,0,0
"5585","Luciocephalus pulcher",0,1,0,0
"5586","Luciogobius ama",0,1,0,0
"5587","Luciogobius elongatus",0,1,0,0
"5588","Luciogobius fonticola",0,1,0,0
"5589","Luciogobius grandis",0,1,0,0
"5590","Luciogobius guttatus",0,1,0,0
"5591","Luciogobius koma",0,1,0,0
"5592","Luciogobius pallidus",0,1,0,0
"5593","Luciogobius parvulus",0,1,0,0
"5594","Luciogobius platycephalus",0,1,0,0
"5595","Luciogobius ryukyuensis",0,1,0,0
"5596","Luciogobius yubai",0,1,0,0
"5597","Luciopimelodus pati",0,1,0,0
"5598","Lumpenella longirostris",0,1,0,1
"5599","Lumpenus fabricii",0,1,0,0
"5600","Lumpenus lampretaeformis",0,1,0,0
"5601","Lutjanus alexandrei",0,1,0,0
"5602","Lutjanus analis",0,1,0,0
"5603","Lutjanus apodus",0,1,0,0
"5604","Lutjanus aratus",0,1,0,0
"5605","Lutjanus argentimaculatus",0,1,0,0
"5606","Lutjanus argentiventris",0,1,0,0
"5607","Lutjanus bengalensis",0,1,0,0
"5608","Lutjanus biguttatus",0,1,0,0
"5609","Lutjanus bitaeniatus",0,1,0,0
"5610","Lutjanus bohar",0,1,0,0
"5611","Lutjanus boutton",0,1,0,0
"5612","Lutjanus buccanella",0,1,0,0
"5613","Lutjanus campechanus",0,1,0,0
"5614","Lutjanus carponotatus",0,1,0,0
"5615","Lutjanus colorado",0,1,0,0
"5616","Lutjanus cyanopterus",0,1,0,0
"5617","Lutjanus decussatus",0,1,0,0
"5618","Lutjanus dodecacanthoides",0,1,0,0
"5619","Lutjanus ehrenbergii",0,1,0,0
"5620","Lutjanus erythropterus",0,1,0,0
"5621","Lutjanus fulviflamma",0,1,0,0
"5622","Lutjanus fulvus",0,1,0,0
"5623","Lutjanus gibbus",0,1,0,0
"5624","Lutjanus griseus",0,1,0,0
"5625","Lutjanus indicus",0,1,0,0
"5626","Lutjanus jocu",0,1,0,0
"5627","Lutjanus johnii",0,1,0,0
"5628","Lutjanus kasmira",0,1,0,0
"5629","Lutjanus lemniscatus",0,1,0,0
"5630","Lutjanus lutjanus",0,1,0,0
"5631","Lutjanus madras",0,1,0,0
"5632","Lutjanus malabaricus",0,1,0,0
"5633","Lutjanus monostigma",0,1,0,0
"5634","Lutjanus notatus",0,1,0,0
"5635","Lutjanus novemfasciatus",0,1,0,0
"5636","Lutjanus ophuysenii",0,1,0,0
"5637","Lutjanus peru",0,1,0,0
"5638","Lutjanus purpureus",0,1,0,0
"5639","Lutjanus quinquelineatus",0,1,0,0
"5640","Lutjanus rivulatus",0,1,0,0
"5641","Lutjanus rufolineatus",0,1,0,0
"5642","Lutjanus russellii",0,1,0,0
"5643","Lutjanus sanguineus",0,1,0,0
"5644","Lutjanus sebae",0,1,0,0
"5645","Lutjanus semicinctus",0,1,0,0
"5646","Lutjanus synagris",0,1,0,0
"5647","Lutjanus timoriensis",0,1,0,0
"5648","Lutjanus viridis",0,1,0,0
"5649","Lutjanus vitta",0,1,0,0
"5650","Lutjanus vivanus",0,1,0,0
"5651","Lutjanus xanthopinnis",0,1,0,0
"5652","Luvarus imperialis",0,1,0,0
"5653","Luxilus albeolus",0,1,0,0
"5654","Luxilus cardinalis",0,1,0,0
"5655","Luxilus cerasinus",0,1,0,0
"5656","Luxilus chrysocephalus",0,1,0,0
"5657","Luxilus cornutus",0,1,0,0
"5658","Luxilus zonatus",0,1,0,0
"5659","Luzonichthys waitei",0,1,0,0
"5660","Lycenchelys albomaculata",0,1,0,0
"5661","Lycenchelys aurantiaca",0,1,0,0
"5662","Lycenchelys camchatica",0,1,0,0
"5663","Lycenchelys crotalinus",0,1,0,0
"5664","Lycenchelys hippopotamus",0,1,0,0
"5665","Lycenchelys kolthoffi",0,1,0,0
"5666","Lycenchelys melanostomias",0,1,0,0
"5667","Lycenchelys muraena",0,1,0,0
"5668","Lycenchelys paxillus",0,1,0,0
"5669","Lycenchelys rassi",0,1,0,0
"5670","Lycenchelys remissaria",0,1,0,0
"5671","Lycenchelys sarsii",0,1,0,0
"5672","Lycenchelys squamosa",0,1,0,0
"5673","Lycenchelys tohokuensis",0,1,0,0
"5674","Lycenchelys tristichodon",0,1,0,0
"5675","Lycengraulis grossidens",0,1,0,0
"5676","Lycodapus fierasfer",0,1,0,1
"5677","Lycodapus mandibularis",0,1,0,1
"5678","Lycodapus microchir",0,1,0,0
"5679","Lycodapus parviceps",0,1,0,1
"5680","Lycodes adolfi",0,1,0,0
"5681","Lycodes brevipes",0,1,0,1
"5682","Lycodes caudimaculatus",0,1,0,0
"5683","Lycodes concolor",0,1,0,0
"5684","Lycodes cortezianus",0,1,0,1
"5685","Lycodes diapterus",0,1,0,1
"5686","Lycodes esmarkii",0,1,0,0
"5687","Lycodes eudipleurostictus",0,1,0,0
"5688","Lycodes fasciatus",0,1,0,0
"5689","Lycodes hubbsi",0,1,0,0
"5690","Lycodes japonicus",0,1,0,0
"5691","Lycodes lavalaei",0,1,0,0
"5692","Lycodes luetkenii",0,1,0,0
"5693","Lycodes matsubarai",0,1,0,0
"5694","Lycodes mcallisteri",0,1,0,0
"5695","Lycodes nakamurae",0,1,0,0
"5696","Lycodes ocellatus",0,1,0,0
"5697","Lycodes paamiuti",0,1,0,0
"5698","Lycodes pacificus",0,1,0,1
"5699","Lycodes palearis",0,1,0,1
"5700","Lycodes pallidus",0,1,0,0
"5701","Lycodes pectoralis",0,1,0,0
"5702","Lycodes polaris",0,1,0,0
"5703","Lycodes raridens",0,1,0,0
"5704","Lycodes reticulatus",0,1,0,0
"5705","Lycodes rossi",0,1,0,0
"5706","Lycodes sadoensis",0,1,0,0
"5707","Lycodes seminudus",0,1,0,0
"5708","Lycodes sigmatoides",0,1,0,0
"5709","Lycodes soldatovi",0,1,0,0
"5710","Lycodes squamiventer",0,1,0,0
"5711","Lycodes tanakae",0,1,0,0
"5712","Lycodes teraoi",0,1,0,0
"5713","Lycodes terraenovae",0,1,0,0
"5714","Lycodes toyamensis",0,1,0,0
"5715","Lycodes uschakovi",0,1,0,0
"5716","Lycodes vahlii",0,1,0,0
"5717","Lycodes yamatoi",0,1,0,0
"5718","Lycodichthys dearborni",0,1,0,0
"5719","Lycodonus flagellicauda",0,1,0,0
"5720","Lycodonus mirabilis",0,1,0,0
"5721","Lyconema barbatum",0,1,0,1
"5722","Lycothrissa crocodilus",0,1,0,0
"5723","Lycozoarces regani",0,1,0,0
"5724","Lyopsetta exilis",0,1,1,1
"5725","Lythrichthys cypho",0,1,0,0
"5726","Lythrurus fumeus",0,1,0,0
"5727","Lythrurus matutinus",0,1,0,0
"5728","Lythrurus umbratilis",0,1,0,0
"5729","Lythrypnus brasiliensis",0,1,0,0
"5730","Lythrypnus crocodilus",0,1,0,0
"5731","Lythrypnus dalli",0,1,0,0
"5732","Lythrypnus elasson",0,1,0,0
"5733","Lythrypnus gilberti",0,1,0,0
"5734","Lythrypnus heterochroma",0,1,0,0
"5735","Lythrypnus nesiotes",0,1,0,0
"5736","Lythrypnus okapia",0,1,0,0
"5737","Lythrypnus pulchellus",0,1,0,0
"5738","Lythrypnus rhizophora",0,1,0,0
"5739","Lythrypnus spilus",0,1,0,0
"5740","Lythrypnus zebra",0,1,0,0
"5741","Maccullochella ikei",0,1,0,0
"5742","Maccullochella macquariensis",0,1,0,0
"5743","Maccullochella mariensis",0,1,0,0
"5744","Maccullochella peelii",0,1,0,0
"5745","Macolor macularis",0,1,0,0
"5746","Macolor niger",0,1,0,0
"5747","Macquaria ambigua",0,1,0,0
"5748","Macquaria australasica",0,1,0,0
"5749","Macrhybopsis aestivalis",0,1,0,0
"5750","Macrhybopsis storeriana",0,1,0,0
"5751","Macrocephenchelys brachialis",0,1,0,0
"5752","Macrocephenchelys brevirostris",0,1,0,0
"5753","Macrochirichthys macrochirus",0,1,0,0
"5754","Macrodontogobius wilburi",0,1,0,0
"5755","Macrognathus aral",0,1,0,0
"5756","Macrognathus pancalus",0,1,0,0
"5757","Macrognathus siamensis",0,1,0,0
"5758","Macroparalepis johnfitchi",0,1,0,0
"5759","Macropharyngodon bipartitus",0,1,0,0
"5760","Macropharyngodon choati",0,1,0,0
"5761","Macropharyngodon cyanoguttatus",0,1,0,0
"5762","Macropharyngodon geoffroy",0,1,0,0
"5763","Macropharyngodon kuiteri",0,1,0,0
"5764","Macropharyngodon meleagris",0,1,0,0
"5765","Macropharyngodon negrosensis",0,1,0,0
"5766","Macropharyngodon ornatus",0,1,0,0
"5767","Macropinna microstoma",0,1,0,1
"5768","Macropodus ocellatus",0,1,0,0
"5769","Macropodus opercularis",0,1,0,0
"5770","Macropodus spechti",0,1,0,0
"5771","Macropsobrycon uruguayanae",0,1,0,0
"5772","Macropsobrycon xinguensis",0,1,0,0
"5773","Macroramphosus gracilis",0,1,0,0
"5774","Macroramphosus sagifue",0,1,0,0
"5775","Macroramphosus scolopax",0,1,0,0
"5776","Macrorhamphosodes uradoi",0,1,0,0
"5777","Macrosmia phalacra",0,1,0,0
"5778","Macrotrema caligans",0,1,0,0
"5779","Macrourus berglax",0,1,0,0
"5780","Macrourus carinatus",0,1,0,0
"5781","Macruronus magellanicus",0,1,0,0
"5782","Macruronus novaezelandiae",0,1,0,0
"5783","Maculabatis ambigua",0,1,0,0
"5784","Maculabatis gerrardi",0,1,0,0
"5785","Maculabatis pastinacoides",0,1,0,0
"5786","Magadanichthys skopetsi",0,1,0,0
"5787","Magnisudis atlantica",0,1,0,1
"5788","Mahidolia mystacina",0,1,0,0
"5789","Makaira nigricans",0,1,0,0
"5790","Malacanthus brevirostris",0,1,0,0
"5791","Malacanthus latovittatus",0,1,0,0
"5792","Malacanthus plumieri",0,1,0,0
"5793","Malacocephalus laevis",0,1,0,0
"5794","Malacocephalus nipponensis",0,1,0,0
"5795","Malacocephalus occidentalis",0,1,0,0
"5796","Malacocottus gibber",0,1,0,0
"5797","Malacocottus kincaidi",0,1,0,1
"5798","Malacocottus zonurus",0,1,0,1
"5799","Malacoctenus hubbsi",0,1,0,0
"5800","Malacoctenus triangulatus",0,1,0,0
"5801","Malacoctenus zonifer",0,1,0,0
"5802","Malacoraja spinacidermis",0,1,0,0
"5803","Malacosteus niger",0,1,0,0
"5804","Malakichthys barbatus",0,1,0,0
"5805","Malakichthys elegans",0,1,0,0
"5806","Malakichthys griseus",0,1,0,0
"5807","Malakichthys wakiyae",0,1,0,0
"5808","Malapterurus electricus",0,1,0,0
"5809","Malayochela maassi",0,1,0,0
"5810","Mallotus villosus",0,1,0,1
"5811","Malpulutta kretseri",0,1,0,0
"5812","Malthopsis annulifera",0,1,0,0
"5813","Malthopsis jordani",0,1,0,0
"5814","Malthopsis kobayashii",0,1,0,0
"5815","Mancopsetta maculata",0,1,0,0
"5816","Mangarinus waterousi",0,1,0,0
"5817","Maratecoara formosa",0,1,0,0
"5818","Maratecoara lacortei",0,1,0,0
"5819","Marcusenius greshoffii",0,1,0,0
"5820","Marcusenius moorii",0,1,0,0
"5821","Marcusenius ntemensis",0,1,0,0
"5822","Marcusenius senegalensis",0,1,0,0
"5823","Margariscus margarita",0,1,0,0
"5824","Margrethia obtusirostra",0,1,0,0
"5825","Markiana nigripinnis",0,1,0,0
"5826","Marosatherina ladigesi",0,1,0,0
"5827","Maroubra perserrata",0,1,0,0
"5828","Marukawichthys ambulator",0,1,0,0
"5829","Maskaheros regani",0,1,0,0
"5830","Mastacembelus armatus",0,1,0,0
"5831","Mastacembelus erythrotaenia",0,1,0,0
"5832","Mastacembelus undulatus",0,1,0,0
"5833","Mastiglanis asopos",0,1,0,0
"5834","Mastiglanis durantoni",0,1,0,0
"5835","Mastiglanis yaguas",0,1,0,0
"5836","Masturus lanceolatus",0,1,0,0
"5837","Mataeocephalus acipenserinus",0,1,0,0
"5838","Matsubaraea fusiformis",0,1,0,0
"5839","Mauligobius maderensis",0,1,0,0
"5840","Maulisia argipalla",0,1,0,0
"5841","Maulisia mauli",0,1,0,0
"5842","Maurolicus australis",0,1,0,0
"5843","Maurolicus japonicus",0,1,0,0
"5844","Maurolicus muelleri",0,1,0,0
"5845","Maxillicosta whitleyi",0,1,0,0
"5846","Mayaheros urophthalmus",0,1,0,0
"5847","Maylandia barlowi",0,1,0,0
"5848","Maylandia greshakei",0,1,0,0
"5849","Maylandia lombardoi",0,1,0,0
"5850","Maylandia xanstomachus",0,1,0,0
"5851","Maylandia zebra",0,1,0,0
"5852","Mccoskerichthys sandae",0,1,0,0
"5853","Meadia abyssalis",0,1,0,0
"5854","Meda fulgida",0,1,0,0
"5855","Medialuna californiensis",0,1,0,1
"5856","Megachasma pelagios",0,1,0,0
"5857","Megalancistrus parananus",0,1,0,0
"5858","Megalaspis cordyla",0,1,0,0
"5859","Megalechis picta",0,1,0,0
"5860","Megalechis thoracata",0,1,0,0
"5861","Megaleporinus conirostris",0,1,0,0
"5862","Megaleporinus elongatus",0,1,0,0
"5863","Megaleporinus garmani",0,1,0,0
"5864","Megaleporinus macrocephalus",0,1,0,0
"5865","Megaleporinus muyscorum",0,1,0,0
"5866","Megaleporinus obtusidens",0,1,0,0
"5867","Megaleporinus reinhardti",0,1,0,0
"5868","Megalobrama amblycephala",0,1,0,0
"5869","Megalobrama mantschuricus",0,1,0,0
"5870","Megalobrama pellegrini",0,1,0,0
"5871","Megalobrama terminalis",0,1,0,0
"5872","Megalocentor echthrus",0,1,0,0
"5873","Megalocottus platycephalus",0,1,0,0
"5874","Megalodoras uranoscopus",0,1,0,0
"5875","Megalonema platycephalum",0,1,0,0
"5876","Megalops atlanticus",0,1,0,0
"5877","Megalops cyprinoides",0,1,0,0
"5878","Meiacanthus atrodorsalis",0,1,0,0
"5879","Meiacanthus ditrema",0,1,0,0
"5880","Meiacanthus grammistes",0,1,0,0
"5881","Meiacanthus kamoharai",0,1,0,0
"5882","Meiacanthus oualanensis",0,1,0,0
"5883","Meiacanthus smithi",0,1,0,0
"5884","Mekongina erythrospila",0,1,0,0
"5885","Melamphaes acanthomus",0,1,0,0
"5886","Melamphaes laeviceps",0,1,0,0
"5887","Melamphaes lugubris",0,1,0,1
"5888","Melamphaes microps",0,1,0,0
"5889","Melamphaes parvus",0,1,0,0
"5890","Melamphaes simus",0,1,0,0
"5891","Melamphaes suborbitalis",0,1,0,0
"5892","Melanocetus johnsonii",0,1,0,0
"5893","Melanocetus murrayi",0,1,0,0
"5894","Melanochromis auratus",0,1,0,0
"5895","Melanochromis chipokae",0,1,0,0
"5896","Melanochromis heterochromis",0,1,0,0
"5897","Melanochromis loriae",0,1,0,0
"5898","Melanogrammus aeglefinus",0,1,0,0
"5899","Melanolagus bericoides",0,1,0,0
"5900","Melanonus gracilis",0,1,0,0
"5901","Melanonus zugmayeri",0,1,0,0
"5902","Melanorivulus apiamici",0,1,0,0
"5903","Melanorivulus pictus",0,1,0,0
"5904","Melanorivulus punctatus",0,1,0,0
"5905","Melanorivulus violaceus",0,1,0,0
"5906","Melanostigma atlanticum",0,1,0,0
"5907","Melanostigma pammelas",0,1,0,0
"5908","Melanostomias biseriatus",0,1,0,0
"5909","Melanostomias melanops",0,1,0,0
"5910","Melanostomias tentaculatus",0,1,0,0
"5911","Melanotaenia affinis",0,1,0,0
"5912","Melanotaenia angfa",0,1,0,0
"5913","Melanotaenia australis",0,1,0,0
"5914","Melanotaenia batanta",0,1,0,0
"5915","Melanotaenia boesemani",0,1,0,0
"5916","Melanotaenia duboulayi",0,1,0,0
"5917","Melanotaenia eachamensis",0,1,0,0
"5918","Melanotaenia fasinensis",0,1,0,0
"5919","Melanotaenia fluviatilis",0,1,0,0
"5920","Melanotaenia goldiei",0,1,0,0
"5921","Melanotaenia herbertaxelrodi",0,1,0,0
"5922","Melanotaenia lacustris",0,1,0,0
"5923","Melanotaenia maccullochi",0,1,0,0
"5924","Melanotaenia papuae",0,1,0,0
"5925","Melanotaenia parkinsoni",0,1,0,0
"5926","Melanotaenia praecox",0,1,0,0
"5927","Melanotaenia sexlineata",0,1,0,0
"5928","Melanotaenia splendida",0,1,0,0
"5929","Melanotaenia trifasciata",0,1,0,0
"5930","Melichthys niger",0,1,0,0
"5931","Melichthys vidua",0,1,0,0
"5932","Membras martinica",0,1,0,0
"5933","Mendosoma lineatum",0,1,0,0
"5934","Mene maculata",0,1,0,0
"5935","Menidia audens",0,1,0,0
"5936","Menidia beryllina",0,1,0,0
"5937","Menidia menidia",0,1,0,0
"5938","Menidia peninsulae",0,1,0,0
"5939","Menticirrhus americanus",0,1,0,0
"5940","Menticirrhus littoralis",0,1,0,0
"5941","Menticirrhus saxatilis",0,1,0,0
"5942","Menticirrhus undulatus",0,1,0,0
"5943","Merlangius merlangus",0,1,0,0
"5944","Merluccius albidus",0,1,0,0
"5945","Merluccius angustimanus",0,1,0,0
"5946","Merluccius australis",0,1,0,0
"5947","Merluccius bilinearis",0,1,0,0
"5948","Merluccius capensis",0,1,0,0
"5949","Merluccius gayi",0,1,0,0
"5950","Merluccius hubbsi",0,1,0,0
"5951","Merluccius merluccius",0,1,0,0
"5952","Merluccius paradoxus",0,1,0,0
"5953","Merluccius polli",0,1,0,0
"5954","Merluccius productus",0,1,1,1
"5955","Merluccius senegalensis",0,1,0,0
"5956","Mesogobio tumenensis",0,1,0,0
"5957","Mesogobius batrachocephalus",0,1,0,0
"5958","Mesoheros festae",0,1,0,0
"5959","Mesonauta festivus",0,1,0,0
"5960","Mesonauta insignis",0,1,0,0
"5961","Mesopristes argenteus",0,1,0,0
"5962","Mesopristes iravi",0,1,0,0
"5963","Metavelifer multiradiatus",0,1,0,0
"5964","Metynnis hypsauchen",0,1,0,0
"5965","Metynnis lippincottianus",0,1,0,0
"5966","Metynnis maculatus",0,1,0,0
"5967","Metynnis melanogrammus",0,1,0,0
"5968","Metynnis mola",0,1,0,0
"5969","Metzia formosae",0,1,0,0
"5970","Metzia lineata",0,1,0,0
"5971","Metzia longinasus",0,1,0,0
"5972","Metzia mesembrinum",0,1,0,0
"5973","Meuschenia flavolineata",0,1,0,0
"5974","Meuschenia freycineti",0,1,0,0
"5975","Micralestes acutidens",0,1,0,0
"5976","Micrenophrys lilljeborgii",0,1,0,0
"5977","Microcambeva barbata",0,1,0,0
"5978","Microcambeva jucuensis",0,1,0,0
"5979","Microcambeva mucuriensis",0,1,0,0
"5980","Microcambeva ribeirae",0,1,0,0
"5981","Microcanthus joyceae",0,1,0,0
"5982","Microcanthus strigatus",0,1,0,0
"5983","Microcharacidium eleotrioides",0,1,0,0
"5984","Microchirus azevia",0,1,0,0
"5985","Microchirus boscanion",0,1,0,0
"5986","Microchirus ocellatus",0,1,0,0
"5987","Microchirus variegatus",0,1,0,0
"5988","Microcottus sellaris",0,1,0,0
"5989","Microctenopoma ansorgii",0,1,0,0
"5990","Microctenopoma damasi",0,1,0,0
"5991","Microctenopoma fasciolatum",0,1,0,0
"5992","Microctenopoma nanum",0,1,0,0
"5993","Microdesmus bahianus",0,1,0,0
"5994","Microdevario kubotai",0,1,0,0
"5995","Microgadus tomcod",0,1,0,0
"5996","Microglanis cottoides",0,1,0,0
"5997","Microglanis garavelloi",0,1,0,0
"5998","Microglanis leptostriatus",0,1,0,0
"5999","Micrognathus andersonii",0,1,0,0
"6000","Micrognathus crinitus",0,1,0,0
"6001","Micrognathus natans",0,1,0,0
"6002","Microgobius brevispinis",0,1,0,0
"6003","Microgobius carri",0,1,0,0
"6004","Microgobius emblematicus",0,1,0,0
"6005","Microgobius erectus",0,1,0,0
"6006","Microgobius gulosus",0,1,0,0
"6007","Microgobius microlepis",0,1,0,0
"6008","Microgobius thalassinus",0,1,0,0
"6009","Microlepidotus inornatus",0,1,0,0
"6010","Microlipophrys adriaticus",0,1,0,0
"6011","Microlipophrys bauchotae",0,1,0,0
"6012","Microlipophrys caboverdensis",0,1,0,0
"6013","Microlipophrys canevae",0,1,0,0
"6014","Microlipophrys dalmatinus",0,1,0,0
"6015","Microlipophrys nigriceps",0,1,0,0
"6016","Microlipophrys velifer",0,1,0,0
"6017","Microlophichthys microlophus",0,1,0,0
"6018","Micromesistius australis",0,1,0,0
"6019","Micromesistius poutassou",0,1,0,0
"6020","Micrometrus aurora",0,1,0,0
"6021","Micrometrus minimus",0,1,0,0
"6022","Micromoema xiphophora",0,1,0,0
"6023","Micropercops swinhonis",0,1,0,0
"6024","Microphis aculeatus",0,1,0,0
"6025","Microphis argulus",0,1,0,0
"6026","Microphis brachyurus",0,1,0,0
"6027","Microphis cruentus",0,1,0,0
"6028","Microphis deocata",0,1,0,0
"6029","Microphis leiaspis",0,1,0,0
"6030","Microphis retzii",0,1,0,0
"6031","Microphysogobio elongatus",0,1,0,0
"6032","Microphysogobio longidorsalis",0,1,0,0
"6033","Microphysogobio yunnanensis",0,1,0,0
"6034","Micropoecilia picta",0,1,0,0
"6035","Micropogonias furnieri",0,1,0,0
"6036","Micropogonias undulatus",0,1,0,0
"6037","Micropterus dolomieu",0,1,0,0
"6038","Micropterus floridanus",0,1,0,0
"6039","Micropterus punctulatus",0,1,0,0
"6040","Micropterus salmoides",0,1,0,0
"6041","Micropterus treculii",0,1,0,0
"6042","Microschemobrycon melanotus",0,1,0,0
"6043","Microspathodon chrysurus",0,1,0,0
"6044","Microsternarchus bilineatus",0,1,0,0
"6045","Microstoma microstoma",0,1,0,0
"6046","Microstomus achne",0,1,0,0
"6047","Microstomus bathybius",0,1,0,1
"6048","Microstomus kitt",0,1,0,0
"6049","Microstomus pacificus",0,1,1,1
"6050","Microsynodontis batesii",0,1,0,0
"6051","Microthrissa congica",0,1,0,0
"6052","Microthrissa royauxi",0,1,0,0
"6053","Miichthys miiuy",0,1,0,0
"6054","Mikrogeophagus altispinosus",0,1,0,0
"6055","Millerigobius macrocephalus",0,1,0,0
"6056","Mimagoniates barberi",0,1,0,0
"6057","Mimagoniates inequalis",0,1,0,0
"6058","Mimagoniates lateralis",0,1,0,0
"6059","Mimagoniates microlepis",0,1,0,0
"6060","Mimagoniates rheocharis",0,1,0,0
"6061","Mimagoniates sylvicola",0,1,0,0
"6062","Mimoblennius atrocinctus",0,1,0,0
"6063","Miniellus topeka",0,1,0,0
"6064","Minimugil cascasia",0,1,0,0
"6065","Minous coccineus",0,1,0,0
"6066","Minous monodactylus",0,1,0,0
"6067","Minous pusillus",0,1,0,0
"6068","Minous quincarinatus",0,1,0,0
"6069","Minous trachycephalus",0,1,0,0
"6070","Minytrema melanops",0,1,0,0
"6071","Mirogrex terraesanctae",0,1,0,0
"6072","Mirorictus taningi",0,1,0,0
"6073","Misgurnus anguillicaudatus",0,1,0,0
"6074","Misgurnus fossilis",0,1,0,0
"6075","Misgurnus mizolepis",0,1,0,0
"6076","Misgurnus mohoity",0,1,0,0
"6077","Mitotichthys semistriatus",0,1,0,0
"6078","Mitsukurina owstoni",0,1,0,0
"6079","Miuroglanis platycephalus",0,1,0,0
"6080","Mobula alfredi",0,1,0,0
"6081","Mobula birostris",0,1,0,0
"6082","Mobula hypostoma",0,1,0,0
"6083","Mobula kuhlii",0,1,0,0
"6084","Mobula mobular",0,1,0,0
"6085","Mobula tarapacana",0,1,0,0
"6086","Mobula thurstoni",0,1,0,0
"6087","Mochokiella paynei",0,1,0,0
"6088","Moema piriana",0,1,0,0
"6089","Moema staecki",0,1,0,0
"6090","Moenkhausia ceros",0,1,0,0
"6091","Moenkhausia costae",0,1,0,0
"6092","Moenkhausia intermedia",0,1,0,0
"6093","Moenkhausia lepidura",0,1,0,0
"6094","Moenkhausia pittieri",0,1,0,0
"6095","Moenkhausia sanctaefilomenae",0,1,0,0
"6096","Mogurnda adspersa",0,1,0,0
"6097","Mogurnda clivicola",0,1,0,0
"6098","Mogurnda larapintae",0,1,0,0
"6099","Mogurnda mogurnda",0,1,0,0
"6100","Mogurnda thermophila",0,1,0,0
"6101","Mola alexandrini",0,1,0,0
"6102","Mola mola",0,1,0,1
"6103","Mola tecta",0,1,0,0
"6104","Molva dypterygia",0,1,0,0
"6105","Molva macrophthalma",0,1,0,0
"6106","Molva molva",0,1,0,0
"6107","Monacanthus chinensis",0,1,0,0
"6108","Monacanthus tuckeri",0,1,0,0
"6109","Monacoa niger",0,1,0,0
"6110","Monocentris japonica",0,1,0,0
"6111","Monochirus hispidus",0,1,0,0
"6112","Monocirrhus polyacanthus",0,1,0,0
"6113","Monodactylus argenteus",0,1,0,0
"6114","Monognathus jesperseni",0,1,0,0
"6115","Monomitopus pallidus",0,1,0,0
"6116","Monopterus albus",0,1,0,0
"6117","Monotaxis grandoculis",0,1,0,0
"6118","Monotaxis heterodon",0,1,0,0
"6119","Mora moro",0,1,0,0
"6120","Mordacia lapicida",0,1,0,0
"6121","Mordacia mordax",0,1,0,0
"6122","Mordacia praecox",0,1,0,0
"6123","Moringua edwardsi",0,1,0,0
"6124","Moringua microchir",0,1,0,0
"6125","Moringua raitaborua",0,1,0,0
"6126","Mormyrops masuianus",0,1,0,0
"6127","Mormyrops nigricans",0,1,0,0
"6128","Mormyrops zanclirostris",0,1,0,0
"6129","Mormyrus kannume",0,1,0,0
"6130","Mormyrus ovis",0,1,0,0
"6131","Mormyrus rume",0,1,0,0
"6132","Morone americana",0,1,0,0
"6133","Morone chrysops",0,1,0,0
"6134","Morone mississippiensis",0,1,0,0
"6135","Morone saxatilis",0,1,0,1
"6136","Moxostoma anisurum",0,1,0,0
"6137","Moxostoma ariommum",0,1,0,0
"6138","Moxostoma cervinum",0,1,0,0
"6139","Moxostoma collapsum",0,1,0,0
"6140","Moxostoma duquesnei",0,1,0,0
