seagrass_yes,seagrass_maybe,found_taxa,species,f_bname,comments,ana_cat,depth_range_shallow,depth_range_deep,tide_pools,littoral_zone,sub_littoral,intertidal,oceanic,estuaries,lagoons,stream,lakes,soft_bottom,hard_bottom,sand,silt,mud,sea_grass_beds,macrophyte,coral_reefs,vegetation,boat_hulls,pilings,crevices,burrows,add_rems,habitats_ref,special_habitat_ref,habitat_vegetation,habitat_substrate,habitat_features,ana_cat_lit,el_nino_north,introduced,source,notes,comment_eelgrass
NA,x,Oncorhynchus keta,Oncorhynchus keta,Chum salmon,"Inhabits ocean and coastal streams (Ref. 86798).  Migrating fry form schools in estuaries, remain close to  shore for a few months and finally disperse to enter the sea (Ref. 1998).  Epipelagic (Ref. 58426).  Juveniles and adults feed mainly on copepods, tunicates and euphausiids but also on pteropods, squid and small fishes (Ref. 1998).  Adults cease feeding in freshwater (Ref. 1998).  Males and females die after spawning.  The catch is mostly canned but also sold fresh, dried-salted, smoked, and frozen.  Eaten steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).  Utilized for caviar.",anadromous,0,250,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Juveniles are typically euryphagous. They feed on planktonic and benthic organisms. Food spectrum narrows during migration from the river to the sea. Diet composition is determined by river conditions and by the hydrological conditions of the coastal region of the sea, particularly the water level in the river and the tide cycle, as well as illumination at night (Ref. 9027).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x,x,Aulorhynchus flavidus,Aulorhynchus flavidus,Tube-snout,"Found in kelp beds, eelgrass, rocky areas, and over sand bottoms (Ref. 2850).  Usually near the surface in schools, sometimes in dense schools well offshore (Ref. 2850).  Feeds on small crustaceans and fish larvae (Ref. 6885).  Minimum depth reported taken from Ref. 57178.",NA,0,30,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,NA,2850,NA,Seaweed,NA,"Docks, pilings",NA,NA,NA,Lamb & Edgell 2010,"Nest of seaweed, spawn in alga desmarcha aculeata",1
NA,NA,Thunnus alalunga,Thunnus alalunga,Albacore,"An epipelagic and mesopelagic, oceanic species, abundant in surface waters of 15.6° to 19.4°C; deeper swimming, large albacore are found in waters of 13.5° to 25.2°C; temperatures as low as 9.5°C may be tolerated for short periods (Ref. 168).  Known to concentrate along thermal discontinuities (Ref. 168).  Form mixed schools with skipjack tuna (<i>Katsuwonus pelamis</i>), yellowfin tuna (<i>Thunnus albacares</i>) and bluefin tuna (<i>T. maccoyii</i>), schools may be associated with floating objects, including sargassum weeds (Ref. 168).  Feed on fishes, crustaceans and squids.  Eggs and larvae are pelagic (Ref. 6769).  Sexual maturity reached at 90 cm (Ref. 36731).  Highly appreciated and marketed fresh, smoked, deep frozen or canned.  Eaten steamed, broiled, fried and microwaved (Ref. 9987).  Also Ref. 1762, 1798, 1804.
Angling: Largely caught offshore, where the waters are mild and blue.  Albacore favor those areas where cooler water interfaces with warmer water.  They are caught with live of dead baitfish such as mullet, sauries, squid, herring, anchovies, sardines, and other small fish.  Albacore strike hard and make powerful runs (Ref. 84357).",oceanodromous,0,600,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Larger individuals are associated with cooler water bodies, while smaller individuals occur in warmer strata in the Atlantic. Albacore tend to concentrate along thermal discontinuities such as the Transition Zone in the north Pacific and the Kuroshio Front east of Japan because of richer forage organisms but poorer in oxygen content. Albacore migrate within water masses rather than across temperature and oxygen boundaries. Minimum oxygen requirements are probably about 2 ml/l. At least two stocks (northern and southern) are believed to exist in both the Atlantic and the Pacific. Feed during the day and at night (diurnal and nocturnal).
The migration pattern of albacore in the south Pacific Ocean has recently been described (Ref. 30272). Juveniles move from the tropics into temperate waters and then eastwards along the subtropical convergence zone. At maturity, albacore return to the tropics but go back to temperate waters after spawning (Ref. 6390).
In Australian waters, larvae are present on the North West shelf all summer, but are present off north-eastern Australia mainly between October and December (Ref. 30274). Juveniles are found off New South Wales from September to November, and during summer they follow the warmer waters of the East Australian Current southwards (Ref. 6390). Albacore may reach eastern Tasmanian waters by December, where they remain until about April (Ref. 6390). As autumn approaches and warm waters recede, the juveniles move northwards and are present again off New South Wales until May (Ref. 30278). Adult albacore travel in independent, small groups (Ref. 30273), and are common throughout much of the species' range (Ref. 6390). Also Ref. 26132.",168,NA,NA,NA,"Open sea, clear water, seldom close to shore, Offshore, July and august",NA,NA,NA,"Eschmeyer, hart, Mecklenburg fishes of Alaska","Rare in tropics, ‘catches are practically limited to areas of water temperature over 12.2C off Oregon and BC, concentrated in areas between 14.4-16.1C, especially along interfaces of warmer ocean water and cool water adjacent to coast; observations in 1946-7 show best/good fishing to 18.3C’ Highly migratory. Occurrence erratic through the northern part of range, most frequently taken in Alaska in warm years",NA
NA,x,Blepsias cirrhosus,Blepsias cirrhosus,Silverspotted sculpin,"Occurs in intertidal areas and to 37 m depth, but more common in subtidal areas (Ref. 2850).  Often found among algae (Ref. 2850).  Adults inject eggs into the tissue near the gastral cavity of a sponge to use as a spawning bed (Ref. 34818).",NA,0,150,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,75017,NA,Algae,NA,Intertidal and subtidal,NA,NA,NA,Eschmeyer,NA,2
x,x,Ascelichthys rhodorus,Ascelichthys rhodorus,Rosylip sculpin,Intertidal (Ref. 31184) and inhabits tide pools and rocky inshore areas on exposed coasts (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Breathes air when out of water (Ref. 31184).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eelgrass,NA,NA,NA,NA,NA,Mecklenberg 2002 Fishes of Alaska,NA,2
x,NA,Tautogolabrus adspersus,Tautogolabrus adspersus,Cunner,"Inhabits shallow, inshore waters, living on or near the bottom, often congregating in masses around wharves, wrecks and submerged seaweed.  During winter they become torpid and remain inshore under rocks in shallow water (Ref. 5951).",NA,10,128,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Omnivorous, feeds on molluscs and crustaceans; also barnacles, sea urchins, marine worms, sea squirts, fish eggs and eelgrass.  Feeding ceases when the fish become inactive during winter months.  Parasites of the species include 12 trematodes, 6 cestodes, 7 nematodes, 1 acanthocephalan and 1 monogenean (<i>Gyrodactylus adspersi</i>) (Ref. 5951).",32796,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
x,x,Paralabrax clathratus,Paralabrax clathratus,Kelp bass,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342).",NA,1,61,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,Found in seaweed forests (Ref. 9137).,13811,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,NA,Brachygenys californiensis,Brachygenys californiensis,Californian salema,"Occurs among rocks and high up in kelp beds (Ref. 2850).  Usually in schools (Ref. 2850).  Primarily nocturnal feeders but occasionally forage during the day.  Although the species is a good foodfish, it is of limited interest due to its small size.",NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kelp beds,Rocks,NA,NA,NA,NA,NA,NA,NA
NA,x,Embiotoca jacksoni,Embiotoca jacksoni,Black perch,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205).",NA,0,46,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,Forages only during the day (Ref. 33994).,2850,NA,Kelp beds,"Rocky, occasionally sand",Piers and pilings,NA,NA,NA,Hart,NA,2
NA,x,Fundulus parvipinnis,Fundulus parvipinnis,California killifish,"Commonly found in bays and salt marshes near shore, may enter freshwater (Ref. 36572).  Often used in laboratories for environmental studies.  Not a seasonal killifish.  Is very difficult to maintain in aquarium (Ref. 27139).  Oviparous, with micro-nektonic larvae (Ref. 36572).  Single demersal eggs are attached to spawning substrate via small weakly adhesive filaments (Ref. 36572).",non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bays and salt marshes near shore,NA,NA,NA,Eschmeyer,Can tolerate salinity,NA
NA,x,Paralichthys californicus,Paralichthys californicus,California flounder,"Adults are found mostly on sandy bottoms near shore to 183 m depth.  Juveniles are common beyond surf line, larvae settling in bays and estuaries (Ref. 122321).  Adults feed during the day (Ref. 9643) on fishes and squids, often well off the bottom.  An important sport and commercial fish.  They are caught with trammel nets (Ref. 9330).  Marketed as fresh fillet (Ref. 9330).  Adults migrate to shallower waters to spawn (Ref. 9643).  Has very sharp teeth and is known to bite if handled (Ref. 13513).",oceanodromous,0,183,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Lives mostly on sandy bottoms. Common beyond surf line, also in bays and estuaries. Occurs from near shore to 183 m depth. Feeds during the day on fishes and squids, often well off the bottom. Adults migrate to shallower waters to spawn (Ref. 9643).",2850,NA,NA,Sand bottom,"Varies, estuaries, bays, beyond surf line",NA,NA,NA,Hart,NA,2
NA,x,Anchoa delicatissima,Anchoa delicatissima,Slough anchovy,"Reportedly common in estuaries and backwaters of bays and occasionally near shores outside bays (Ref. 6792).  The fifth most abundant fish taken by various gear in Newport Bay, California; a midwater schooling species caught in bag seine hauls mainly in July and September (Ref. 6361).  Oviparous, with planktonic eggs and larvae (Ref. 35602).",NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bays and estuaries, outer coast",NA,NA,NA,Eschmeyer,NA,NA
NA,x,Hypsoblennius gentilis,Hypsoblennius gentilis,Bay blenny,"Adults are found in intertidal shallows (Ref. 11482).  Territorial (Ref. 37955).  They feed on small benthic invertebrates and algae (Ref. 37955).  Demersal spawners in nearshore habitats (Ref. 56049). Oviparous (Ref. 205).  Eggs are demersal and adhesive (Ref. 205), and are attached to the walls of the parent's shelter.  Eggs are brooded by the male parent (Ref. 56053).",NA,0,25,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,"Found in intertidal shallows (Ref. 11482) but restricted to deeper waters (17-26 m) near Cabo San Lucas.  Inhabits bays and nearly estuarine waters.  Sympatric with <i>H. jenkinsi and H. gilberti</i> but dominant only in newly developed and transient habitat. Moves to <i>Zostrea</i> beds when their transient habitats are disturbed (Ref. 56052).  Territorial (Ref. 37955) particularly the males guarding eggs defending even against the females which spawned it.  They exhibit a less developed gular display than <i>H. jenkinsi</i> which is more territorially aggressive.  The two species occupy much similar areas and actively competes for space, <i>H. gentilis</i> more often loses to <i.>H. jenkinsi</i>.  Exhibits odd feeding behavior of hanging vertically in midwater during its feeding period (Ref. 56052).  Feeds on small benthic invertebrates and algae (Ref. 37955).   Predators of <i>Hypsoblennius</i> include <i>Pralabrax clathartus</i>, <i>Pralabrax maculatofasciatus</i>, <i>Heterostichus rostratus</i>, and <i>Scorpaenichthys marmoratus</i>.  Other fishes living in the same area include: <i>Paraclinus integripinnis</i>, <i>Gibbonsia elegans</i> (Ref. 56052).",11482,56052,NA,NA,Bays and estuaries,NA,NA,NA,NA,NA,2
x,x,Girella nigricans,Girella nigricans,Opaleye,"A resident intertidal species with homing behavior (Ref. 32612).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Also found near or over rocks and in kelp beds up to about 30 m depth.  Feed mainly on seaweed, occasionally takes invertebrates.  Form dense schools in spring in kelp beds.  Pelagic spawner (Ref. 56049).  Breathe air when out of water (Ref. 31184).  Considered an important game fish and may incidentally be caught in commercial fishing activities (Ref. 9310).  Marketed fresh (Ref. 9310).",non-migratory,2,30,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,"A nursery resident of tidepools, moving after 1-2 years of its juvenile phase to the subtidal zone where it spends its adult life (Ref. 45794).  Lives in rocky regions and in seabeds (Ref. 9137).",9137,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,x,Seriola lalandi,Seriola lalandi,Yellowtail amberjack,"Adults are benthopelagic in coastal and oceanic waters, off kelp beds and rocky areas (Ref. 2850), sometimes entering estuaries (Ref. 9563).  They are solitary or in small groups and can be found near rocky shores, reefs and islands (Ref. 6390).  Schools of juveniles are generally found in offshore waters, often near or beyond the continental shelf (Ref. 27865).  They prefer warmer water (18-24°C) although they are occasionally found in cooler water (Ref. 27128).  Adults feed on small fish, squid and crustaceans (Ref. 27121).  Marketed fresh and salted or dried (Ref. 9283).",NA,3,825,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,"Found in coastal areas and oceanic waters; off kelp beds and rocky areas (Ref. 2850).  Form large offshore shoals.
In Australia, juvenile yellowtail kingfish less than 30 cm FL often occurs near floating objects offshore.  Tagging studies (Ref. 27112, 27869) have shown that yellowtail kingfish up to 75 cm FL remain in a limited area, at least for 12 months (Ref. 27112), with most recaptured within 50 km of their release point.  Tagging data have also shown that larger fish travel further, with fish tagged off New South Wales being recaptured off Victoria, Lord Howe Island and New Zealand (Ref. 27869).
Yellowtail kingfish are opportunistic daytime feeders.  Feeding schools will sometimes rise to the surface (Ref. 27112).",2850,53568,Kelp beds,Rocky areas,NA,NA,BC,NA,Lamb & Edgell 2010,NA,NA
NA,x,Hypsoblennius gilberti,Hypsoblennius gilberti,Rockpool blenny,"Adults are commonly found in intertidal areas, with homing behavior (Ref. 32612).  Also found in subtidal rocky areas.  Demersal spawners in nearshore habitats (Ref. 56049).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).  Eggs are guarded by the male (Ref. 32612).  Non-emerging air-breathers (Ref. 31184).",non-migratory,0,18,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,"Demersal spawners in nearshore habitats (Ref. 56049).  Non-emerging air-breather (Ref. 31184).  A resident intertidal species with homing behavior (Ref. 32612).  At high tide, mobile over a large cyclically exposed area and at low tide returns to tidepools in the lower mid-lttoral zone at depth of 10 m but usually not more than 5 m.  Found on subtidal rock, cobble, and other hard substrate such as <i>Mytilus beds<i/>.  Takes shelter in rocky crevices and commonly live in semiprotected rocky coastal reefs but may also tolerate considerable wave action.  It wanders around its home range but has little tendency to maintain its position and little territorial aggression except towards other <i>H. gilberti<i> individuals in its line of sight.  Meanders and browses for food on seabottom and on seawalls.  Feeds mainly on limpets (Acmaea spp.) when in intertidal areas, and on algal mats when in subtidal areas.  Also feeds on Mytilus beds.  Predators of <i>Hypsoblennius</i> include <i>Pralabrax clathartus</i>, <i>Pralabrax maculatofasciatus</i>, <i>Heterostichus rostratus</i>, and <i>Scorpaenichthys marmoratus</i>.  Other fishes living in the same area include: <i>Clinocottus analis</i>, <i>Gobiesox rhessodon</i>, and <i>Girella nigricans</i>  (Ref. 56052).",4930,56052,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,x,Cheilotrema saturnum,Cheilotrema saturnum,Black croaker,"Common species found near the bottom, often in caves and crevices of exposed coasts and open bays (Ref. 9118).  Feeds on crabs (Ref. 9118).",NA,NA,46,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,NA,"Near sand bottom, caves and crevices",exposed coast and open bays,NA,NA,NA,NA,NA,NA
NA,x,Paralabrax nebulifer,Paralabrax nebulifer,Barred sand bass,"Usually found on sand bottom among or near rocks from shallow areas to about 183 m depth, but usually at less than 30 m.  Juvenile feed on benthic invertebrates (crabs, bivalves and mysids) and rarely fish; adults prey on fishes (especially <i>Porichthys notatus</i>) and also on crustaceans (Ref. 9342).  Pelagic spawners (Ref. 56049).  Important game fish (Ref. 9342).",NA,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Usually found on sand bottom among or near rocks from shallow areas to about 183 m depth, but usually at less than 30 m. Juvenile feed on benthic invertebrates (crabs, bivalves and mysids) and rarely fish; adults prey on fishes (especially <i>Porichthys notatus</i>) and also on crustaceans.",2850,NA,Kelp beds,NA,"Shallow, throughout water column",NA,NA,NA,Eschmeyer,NA,2
NA,x,Leuresthes tenuis,Leuresthes tenuis,California grunion,"Adults inhabit inshore waters, usually at or near surface along open coast and in bays (Ref. 36497).  Oviparous, with planktonic primarily neustonic larvae (Ref. 36497).  Eggs are deposited in the sand at night by the female parent (Ref. 58332) just below the high spring tide line (Ref. 36497).  Minimum depth reported taken from Ref. 57178.",NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sand beach spawn,Inshore,NA,NA,NA,NA,NA,NA
NA,x,Pleuronichthys guttulatus,Pleuronichthys guttulatus,Diamond turbot,"Occur on muddy or sandy bottoms, often in bays and sloughs.  Feed  almost totally during daylight (Ref. 9642) on polychaetes and siphons of bivalves (Ref. 9331).  Pelagic spawners (Ref. 56049).",NA,1,50,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,Occurs over sand and mud in bays and sloughs (Ref. 2850).,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,x,Anisotremus davidsonii,Anisotremus davidsonii,Xantic sargo,"Occur in coastal waters, frequently in rocky reefs and occasionally over sandy bottoms (Ref. 9114); often near kelp beds.  Juveniles form schools in littoral pools (Ref. 9114).  Feed on crustaceans, mollusks and bryozoans.  Pelagic spawner (Ref. 56049).  Marketed fresh (Ref. 9114).",NA,0,40,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9114,NA,Kelp beds,Rocky rock-sand,NA,NA,NA,NA,Eschmeyer,NA,2
NA,x,Anchoa compressa,Anchoa compressa,Deep body anchovy,"A schooling species most commonly found in bays and inlets (the fourth most abundant fish taken by various gear in Newport Bay, California; its eggs are the most abundant of 7 species sampled, especially in May).  The ovarian eggs are spherical.  Eggs and larvae are planktonic (Ref. 35602).  Feeds on plankton (Ref. 8593).  Basically filter-feeders, but at times have been observed feeding by selection (Ref. 4930).  Normally used as bait (Ref. 9298).",NA,0,50,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,NA,NA,"Bays and estuaries, outer coast",NA,NA,NA,Eschmeyer,NA,NA
NA,x,Oncorhynchus clarkii,Oncorhynchus clarkii,Cutthroat trout,"Prefers relatively small streams, with gravel bottoms and gentle gradients.  Spawning adults migrate from the sea into streams to spawn (Ref. 27547).  The young fish usually stay in the stream for a year or two before entering the sea, but some populations never got to sea at all.  In rare cases, some individuals of sea-going populations, may remain in fresh water for as long as eight years (Ref. 28866, 28869).  Feeds on small fishes, crustaceans, and insects (Ref. 4925).  The flesh is orange-red and of excellent flavor (Ref. 27547).  Utilized fresh and eaten fried, broiled, and baked (Ref. 9988).  This species does not compete well with other fish, tends to hybridize, and is unable to withstand fishing pressure = depletion of stocks.",anadromous,0,200,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prefers relatively small streams, with gravel bottoms and gentle gradients.  Spawning adults migrate from the sea into streams to spawn (Ref. 27547).  The young fish usually stay in the stream for a year or two before entering the sea, but some populations never got to sea at all.  In rare cases, some individuals of sea-going populations, may remain in fresh water for as long as eight years (Ref. 28866, 28869).  Feeds on small fishes, crustaceans, and insects (Ref. 4925).",1998,NA,NA,NA,"Brackish, river mouths",NA,NA,NA,Lamb & Edgell 2010,NA,NA
NA,x,Oncorhynchus clarkii,Oncorhynchus clarkii,Cutthroat trout,"Prefers relatively small streams, with gravel bottoms and gentle gradients.  Spawning adults migrate from the sea into streams to spawn (Ref. 27547).  The young fish usually stay in the stream for a year or two before entering the sea, but some populations never got to sea at all.  In rare cases, some individuals of sea-going populations, may remain in fresh water for as long as eight years (Ref. 28866, 28869).  Feeds on small fishes, crustaceans, and insects (Ref. 4925).  The flesh is orange-red and of excellent flavor (Ref. 27547).  Utilized fresh and eaten fried, broiled, and baked (Ref. 9988).  This species does not compete well with other fish, tends to hybridize, and is unable to withstand fishing pressure = depletion of stocks.",anadromous,0,200,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inhabits lake and streams, mostly in headwaters and small tributaries. Feeds on insects, crustaceans, frogs, small fishes (trout, sculpins, carps and sticklebacks) and their eggs.",12204,NA,NA,NA,"Brackish, river mouths",NA,NA,NA,Lamb & Edgell 2010,NA,NA
NA,x,Gadus chalcogrammus,Gadus chalcogrammus,Alaska pollock,"The adults usually live near to the sea floor, but sometimes they also appear near the surface (Ref. 1371).  They perform diurnal vertical migrations (Ref. 1371).  They mainly feed on krill (Ref. 39882) but they also eat fishes and crustaceans (Ref. 6885).  The adults which are spawning are often solely captured for their roe (may have been the case in the first years of the fishery in the U.S., but hasn't been true for some time. In 1994, the North Pacific Fishery Management Council/NOAA enacted an amendment to the Bering Sea and Gulf of Alaska Fishery Management Plans effectively banning the practice of stripping roe and discarding the carcasses, R. Rogness, pers.comm. April 2022).  The meat is used to produce surimi (this is an imitation of shellfish meat) (Ref. 28499).  They are traded as fresh fish, boneless flesh, in frozen blocks or as surimi.  The fish is cooked in the microwave, steamed or fried in butter (Ref. 9988).",non-migratory,NA,1280,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pelagic species which employs different foraging styles under different food distributions (Ref. 30688). Feed mainly on krill. Also feed on zooplankton such as copepod, small shrimp, squid and small fish (Ref. 39882). Cannibalistic (Ref. 43846). Length range, (FL: 10 to 78.1 cm) of walleye pollock consumed  by Steller sea lions in Southeast Alaska between 1994 to 1999 (Ref. 53504).",6880,NA,NA,Sand or muddy bottoms,NA,NA,NA,NA,Lamb & Edgell 2010,"Adults deep, juveniles at night",NA
NA,x,Hypsoblennius jenkinsi,Hypsoblennius jenkinsi,Mussel blenny,"Adults are found in rocky areas (Ref. 37955), inhabiting holes and crevices, often in burrows of boring clams or tubes of marine worms, also in mussel beds (Ref. 2850).  Mostly sedentary and territorial (Ref. 2850).  Demersal spawners in nearshore habitats (Ref. 56049).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",non-migratory,1,21,-1,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,"Demersal spawners in nearshore habitats (Ref. 56049).  Benthic in shallow littoral subtidal area, ranging from sub-littoral fringe to 20 m deep, but usually less than 10 m deep (Ref. 56052). Mostly sedentary and exhibits high non-reproductive territoriality (Ref. 2850, 56052), more territorial than <i>H. gilberti</i> and <i>H. gentilis</i> which only becomes strongly territorial when guarding their eggs; rarely wanders from its ""home"" tidepool, usually only less than a meter away, defending it against intrusion since burrows may be closely adjacent (15-20 cm); may passively withdraw into its hole as dar as possible when intruded by another fish or may also exhibit active defense mechanism of jawing (attacking with widely open mouth) and gular display (throat membranes expanded, head darkens, fins erect, body laterally vibrates rapidly) (Ref. 56052).  Found in rocky areas (Ref. 37955), or in fouling masses on bottom of boats and floats, inhabiting holes and crevices, often in burrows of boring clams or tubes of marine worms such as <i>Serpulorbis</i> worm shells, and in mussel beds such as of <i>Lithophaga</i> and <i>Pholadidea</i>(Ref. 2850, 56052).  Population living in pholalid holes are larger than those in vermitid tubes; body size may have evolved to match the sizes of shleters available as individuals which outgrow the size of their refuges are forced into less protective habitats exposed to higher risk of predation (Ref. 56052, 93609).  Survival success increases with more crevices unoccupied by adults to protect the postlarvae from cannibalism and predation.  Settling larvae and small individuals may be preyed by larger adults due to spatial competition.  Predation by others is rare since this species is cryptic.  Predators of <i>Hypsoblennius</i> include <i>Pralabrax clathartus</i>, <i>Pralabrax maculatofasciatus</i>, <i>Heterostichus rostratus</i>, and <i>Scorpaenichthys marmoratus</i>.  Other fishes living in the same area include: Neoclinus stephensae, Paraclinus integripinnis, Gibbonsia elegans, Coryphopterus nicholsi, Lythrypnus dalli, L.  Zebra, Oxylebius picta, Artedius corallinus, and Orthonopias (Ref. 56052).",56052,56052,NA,"Holes, crevices",NA,NA,NA,NA,NA,NA,NA
x,x,Heterostichus rostratus,Heterostichus rostratus,Giant kelpfish,"Occurs in intertidal and to 40 m (Ref. 96339). Found among rocks with large seaweeds, often in kelp.  Young occur in schools while adults are solitary.  Feeds on small crustaceans, mollusks and small fishes.  Female attaches eggs to seaweeds, male guards them.",NA,0,40,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,"Found among rocks with large seaweeds, often in kelp. Young occur in schools while adults are solitary. Feeds on small crustaceans, mollusks and small fishes. Female attaches eggs to seaweeds, male guards them",2850,NA,NA,NA,NA,NA,NA,NA,Lamb & Edgell 2010,BC records are likely incorrect but may come north with climate change,2
NA,NA,Sphyraena argentea,Sphyraena argentea,Pacific barracuda,"Usually near shore or near the surface (Ref. 2850).  Often in small schools (Ref. 2850).  Young enter bays (Ref. 2850).  Feed mainly on other fishes (Ref. 2850).  Pelagic spawners (Ref. 56049).  Migrate south from the California coast during autumn, but may remain in front of the Mexican coast throughout the year (Ref. 9345).  Utilized fresh, dried or salted and frozen; eaten broiled and baked (Ref. 9988).  Considered as potentially dangerous due to its large, sharp teeth and aggressive disposition, though there are no reports of attacks (Ref. 9988).",oceanodromous,0,18,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2850,NA,Kelp,"Rocky reefs, rocky areas",Jetties pilings young,NA,North of California,NA,NA,"Rare north of point conception; North of california el nino, not dangerous to humans, commercial sport fish important in California",NA
NA,x,Strongylura exilis,Strongylura exilis,Californian needlefish,"Common in coastal and lagoon areas with mangroves (Ref. 9279).  Also found in bays and harbors (Ref. 36575).  Penetrate fresh water (Ref. 9279).  Adults occur in small schools.  Feed mainly on small fishes (Ref. 9279).  Oviparous, with neustonic larvae (Ref. 36575).  Eggs are attached to vegetation and floating objects via long filaments (Ref. 36575).  Usually caught with the help of artificial lights (Ref. 9279).  Marketed fresh (Ref. 9279).",NA,0,100,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,x,Microstomus pacificus,Microstomus pacificus,Dover sole,Adults occur on mud bottom (Ref. 2850).  They move into deep water in winter (Ref. 2850).  Produce large amounts of slime which may cover other fishes when caught in trawls (Ref. 4925).  Marketed as mink food (Ref. 4925) or as fillet (Ref. 2850).,NA,10,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Sandy, muddy bottoms","On or near bottom, juveniles shallower",NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010, Hart",Often deeper dwelling,NA
